user_detail_name,text,text 2,text 3,text 4,text 5,resource_date_text,content_wrap,from,iplocation,user_detail_tags_text,,attraction_name
M16****002,5分,超棒,景色5,趣味4,性价比4,2025-01-22 发布点评,很值得一去的景点，让孩子开阔眼界学习到更多的知识,来自订单,IP属地:四川,铂金贵宾,,都江堰好评
WYH001,5分,超棒,景色5,趣味5,性价比5,2025-01-22 发布点评,服务态度很好,来自订单,IP属地:山西,黄金贵宾,,都江堰好评
匿名用户,5分,超棒,景色5,趣味5,性价比5,2025-01-22 发布点评,从山顶秦堰楼进，往山下走比较省力。春节前人就是多，选好时间做好心理准备就行,来自订单,IP属地:四川,黄金贵宾,,都江堰好评
匿名用户,5分,超棒,景色5,趣味5,性价比5,2025-01-22 发布点评,携程预订讲解，超出预期的参观体验，非常愉快的旅程，龙导说得非常非常的好，专业，生动，热情，人文历史地理文化都结合讲解，小朋友也听得入神，,来自订单,IP属地:四川,钻石贵宾,,都江堰好评
M44****152,5分,超棒,景色5,趣味5,性价比5,2025-01-22 发布点评,非常值得打卡，一定要请讲解,来自订单,IP属地:四川,铂金贵宾,,都江堰好评
chenap,5分,超棒,景色5,趣味5,性价比5,2025-01-22 发布点评,都江堰的水养育和滋润着成都平原，川流近2000多年，名副其实的世界文化遗产，值得去游览—拜水都江堰。,,IP属地:四川,铂金贵宾,,都江堰好评
m23****0061,5分,超棒,景色5,趣味5,性价比5,2025-01-22 发布点评,很伟大的水利工程，讲解老师龙导讲解的特别好，还拓展了很多知识，很有收货的一天,来自订单,IP属地:四川,黄金贵宾,,都江堰好评
博尔霍夫李悝,5分,超棒,景色5,趣味5,性价比5,2025-01-21 发布点评,"精彩的都江堰之行，尤其感谢张老师的精彩讲解！
大家听我的！一定要请专业的老师！才能了解到都江堰鬼斧神工的古代水利工程如此智慧！
张老师是我见过这么多讲解，普通话最好，吐字清晰，语速恰当的讲解！！太专业了！
不仅对景点专业了如指掌，还会懂人文地理物理。。还会用本地的方言，生活态度，跟我们逗一逗！智商情商双在线！情绪价值提供的满满的！
照顾我家老人体贴入微，对孩子关心备至！还把我们订的演出票都领好送到手中！
有幸在美好的地方体验，有幸遇见张老师，感谢！
不多讲景点了，还靠大家去现场体验，超棒的！
哦对了，大家一定要看上善都江堰这个演出！要订VIP位置！！逛累了，喝碗茶，看演出，太巴适了，哈哈，景点里的表演竟然比春熙路附近的剧场还精彩。。想不到啊！",来自订单,IP属地:四川,铂金贵宾,,都江堰好评
_CFT0****0406,5分,超棒,景色5,趣味5,性价比5,2025-01-21 发布点评,很棒，感叹古人智慧,来自订单,IP属地:四川,铂金贵宾,,都江堰好评
匿名用户,4分,满意,景色4,趣味4,性价比4,2025-01-21 发布点评,很好的，佩服古人智慧,来自订单,IP属地:四川,铂金贵宾,,都江堰好评
黑艳童,5分,超棒,景色5,趣味5,性价比5,2025-01-21 发布点评,讲解专业，时间也配合我们，非常好的体验,来自订单,IP属地:北京,黑钻贵宾,,都江堰好评
匿名用户,5分,超棒,景色5,趣味5,性价比5,2025-01-21 发布点评,"在景区门口请了一个姓程的讲解员姐姐，讲的特别认真细致，知识储备也很丰富，有问必答，也很照顾小朋友们。
一定要听讲解，才会更加深入的了解古人的智慧与伟大",来自订单,IP属地:四川,铂金贵宾,,都江堰好评
M68****67,5分,超棒,景色5,趣味5,性价比5,2025-01-21 发布点评,都江堰真的鬼斧神工，古人的智慧太神奇了，来都江堰一定要找讲解，否则自己走马观花不知道都江堰到底是怎么回事，我们约的1小时讲解，时间太长的话估计小孩子听的就没有耐心了,来自订单,IP属地:黑龙江,铂金贵宾,,都江堰好评
mu****017,5分,超棒,景色5,趣味5,性价比5,2025-01-21 发布点评,导游阿婷带队很认真，对团内的小朋友很耐心，行程安排很合理，希望以后再来成都游玩的时候还能再见。,来自订单,IP属地:四川,钻石贵宾,,都江堰好评
M41****0699,5分,超棒,景色5,趣味5,性价比5,2025-01-21 发布点评,还可以，希望能越来越好,来自订单,IP属地:四川,黄金贵宾,,都江堰好评
M22****610,5分,超棒,景色5,趣味5,性价比5,2025-01-21 发布点评,讲解很好，很有耐心。,来自订单,IP属地:四川,铂金贵宾,,都江堰好评
仮修辞,5分,超棒,景色4,趣味3,性价比4,2025-01-21 发布点评,还是挺不错的，感觉冬天比夏天好看，能看清楚宝瓶口,来自订单,IP属地:山东,黄金贵宾,,都江堰好评
M32****3988,5分,超棒,景色5,趣味5,性价比5,2025-01-21 发布点评,导游易老师知识储备非常丰富，历史，地理知识了如指掌，典故信手拈来，讲解景点时引经据典，旁征博引，严肃的同时又不缺风趣幽默，非常推荐,来自订单,IP属地:四川,黄金贵宾,,都江堰好评
M23****2672,5分,超棒,景色5,趣味5,性价比5,2025-01-20 发布点评,美好值得拥有,来自订单,IP属地:四川,钻石贵宾,,都江堰好评
匿名用户,4分,满意,景色4,趣味4,性价比4,2025-01-20 发布点评,都江堰的景色非常美丽，也让人感慨古人的智慧。只是那天去的比较晚，五点钟就已经没有接驳车了，只能走路。因为车停在山上，那边的门已经关了，还绕了很远的路,来自订单,IP属地:广东,黄金贵宾,,都江堰好评
Bowenr,5分,超棒,,,,2025-01-20 发布点评,"我可以给你一个建议,打车进入顶部的大门。下楼然后过河步行thd桥更容易",来自Trip.com,IP属地:未知,,,都江堰好评
M27****7981,5分,超棒,景色5,趣味5,性价比5,2025-01-20 发布点评,风景好还会再去,来自订单,IP属地:江苏,黄金贵宾,,都江堰好评
M26****6624,5分,超棒,景色5,趣味5,性价比5,2025-01-20 发布点评,讲解非常??,来自订单,IP属地:四川,黄金贵宾,,都江堰好评
匿名用户,5分,超棒,景色5,趣味5,性价比5,2025-01-20 发布点评,讲解细致，互动充分,来自订单,IP属地:四川,黄金贵宾,,都江堰好评
M50****4826,5分,超棒,景色5,趣味5,性价比5,2025-01-20 发布点评,都江堰景色美丽，空气清新，导游的讲解很有趣味，不枯燥，里面的服务也特别好，不愧是5A景区。这真是一个值得去的地方。希望大家都来逛逛。,来自订单,IP属地:贵州,铂金贵宾,,都江堰好评
M23****1071,5分,超棒,景色5,趣味5,性价比5,2025-01-20 发布点评,很不错 值得去游玩下,来自订单,IP属地:四川,,,都江堰好评
M87****1230,4分,满意,景色5,趣味4,性价比4,2025-01-20 发布点评,景色宜人，空气清新，方便快捷,来自订单,IP属地:四川,,,都江堰好评
_WeCh****00878,5分,超棒,景色5,趣味5,性价比5,2025-01-20 发布点评,"都江堰巧夺天工，瞻显古人智慧，景区安排很合理，游玩不累，导游很有耐心，非常值得一去。
景依旧，情不同，不管是幸运还是不幸，都坚持走下去。",来自订单,IP属地:贵州,铂金贵宾,,都江堰好评
yccui,5分,超棒,景色5,趣味5,性价比5,2025-01-20 发布点评,趁着寒假没开始，抓紧时间来这里打卡哦，看一看古人数年年前就造好的水利工程，这里有日系风格满满的小火车，也有可爱的国宝大熊猫，哈哈尤其是晚上震撼的蓝眼泪，目眩神迷哦。,,IP属地:上海,铂金贵宾,,都江堰好评
?ησου?,4分,满意,景色4,趣味3,性价比4,2025-01-19 发布点评,还是值得一去的 看看古代伟大宏伟的水利工程建筑。,来自订单,IP属地:山东,黄金贵宾,,都江堰好评
DQQD@,5分,超棒,景色5,趣味5,性价比5,2025-01-19 发布点评,值得去深入体验风景秀丽人文底蕴浓厚,来自订单,IP属地:云南,铂金贵宾,,都江堰好评
沙漠之狐rml,5分,超棒,景色5,趣味5,性价比5,2025-01-19 发布点评,景色优美，人工奇迹，值得一去,来自订单,IP属地:四川,,,都江堰好评
M17****981,5分,超棒,景色5,趣味5,性价比5,2025-01-19 发布点评,"1.这个景点真是太美了，美不胜收！
2. 无论天气如何，这个景点都值得一去。
3. 景区内的景色让人陶醉，仿佛置身仙境。
4. 有着悠久历史文化底蕴的景点，值得一探究竟。
5. 这个景区的管理非常好，环境整洁干净。
6. 景点内的建筑风格独特，具有极高的艺术价值。",来自订单,IP属地:四川,黄金贵宾,,都江堰好评
_M15****9412,5分,超棒,景色5,趣味5,性价比5,2025-01-19 发布点评,很不错，值得一来，小时候从书上知道的祖国大好河山，有机会肯定要来看一看！,来自订单,IP属地:广东,,,都江堰好评
M27****8348,5分,超棒,景色5,趣味5,性价比5,2025-01-19 发布点评,很好很好很好,来自订单,IP属地:北京,铂金贵宾,,都江堰好评
匿名用户,5分,超棒,景色5,趣味5,性价比5,2025-01-19 发布点评,景色不错，导游讲解非常专业全面，好评。,来自订单,IP属地:四川,,,都江堰好评
320****740,5分,超棒,景色5,趣味5,性价比5,2025-01-19 发布点评,还是值得一看的，我一共去了二次，一次是夏天，一次是11月份，如果去建议天热一点的时候去，整个水面更为壮观，拍照打卡风景真的是美爆了,来自订单,IP属地:浙江,钻石贵宾,,都江堰好评
haibinwu,5分,超棒,景色5,趣味5,性价比5,2025-01-19 发布点评,水利工程都江堰，还是值得一去的。,来自订单,IP属地:浙江,钻石贵宾,,都江堰好评
_TS***ay,5分,超棒,,,,2025-01-19 发布点评,就在天府地铁站D出口。柜台小铃铛很友善。有问必答。 酒店能存放行李和淘宝～,来自Trip.com,IP属地:未知,,,都江堰好评
匿名用户,5分,超棒,景色5,趣味5,性价比5,2025-01-19 发布点评,值得让孩子们看看古人伟大的水利工程,来自订单,IP属地:四川,铂金贵宾,,都江堰好评
M30****5996,5分,超棒,景色5,趣味5,性价比5,2025-01-18 发布点评,历史厚重，非常震撼。,来自订单,IP属地:天津,铂金贵宾,,都江堰好评
匿名用户,5分,超棒,景色5,趣味5,性价比5,2025-01-18 发布点评,必去景点，淡季人也不少，但是水流也少，需要靠想象才能明白精妙之处,来自订单,IP属地:四川,钻石贵宾,,都江堰好评
M29****0532,4分,满意,景色4,趣味4,性价比4,2025-01-18 发布点评,寓教于乐的一个景区，很大，联系来之前做一下都江堰的功课，实际看到的话感觉非常震撼，完全感慨于古人的智慧，而且水也很清很好看，非常值得,来自订单,IP属地:贵州,黄金贵宾,,都江堰好评
岚亭爱,5分,超棒,景色5,趣味5,性价比5,2025-01-18 发布点评,"今天的导览服务非常棒，杨磊老师接待热情，知识丰富，给家里两个小学生细致讲解都江堰的历史与水利知识，还帮忙照顾了幼儿园的小朋友。

全程VIP用车，看演出安排不用自己拿票排队，一切都安排妥帖，推荐选择！",来自订单,IP属地:四川,,,都江堰好评
匿名用户,5分,超棒,景色5,趣味5,性价比5,2025-01-18 发布点评,好。。。？？？？？？,来自订单,IP属地:四川,钻石贵宾,,都江堰好评
M22****4680,5分,超棒,景色5,趣味5,性价比5,2025-01-18 发布点评,很不错感觉很放松,来自订单,IP属地:四川,钻石贵宾,,都江堰好评
F吉祥如意,5分,超棒,景色5,趣味5,性价比5,2025-01-18 发布点评,值得一去，古人的智慧结晶。,来自订单,IP属地:广西,黑钻贵宾,,都江堰好评
M52****1583,5分,超棒,景色5,趣味5,性价比5,2025-01-18 发布点评,著名景点非常壮观太值得一游了,来自订单,IP属地:黑龙江,钻石贵宾,,都江堰好评
小太陽??,5分,超棒,景色5,趣味5,性价比5,2025-01-18 发布点评,来都江堰非常值得，感叹古人的伟大,来自订单,IP属地:重庆,铂金贵宾,,都江堰好评
M43****5013,5分,超棒,景色5,趣味5,性价比5,2025-01-18 发布点评,非常棒的感受,来自订单,IP属地:四川,,,都江堰好评
M94****73,5分,超棒,景色5,趣味5,性价比5,2025-01-18 发布点评,郭静导游讲的特别好，因为带着小朋友，把文字生动化，连大人都听的精精有味，特别感谢郭导的耐心讲解，同时也看到了地震后人的坚强。讲解结束，郭导还给总结了一下，并向小朋友们提问，意外的是小朋友们全部记住了，这次都江堰之旅完美诠释了玩中学，谢谢！,来自订单,IP属地:四川,,,都江堰好评
118****625,5分,超棒,景色5,趣味5,性价比5,2025-01-18 发布点评,都江堰是一个伟大的水利工程，展现了古人的智慧，值得一游,来自订单,IP属地:上海,,,都江堰好评
_WeCh****537566,5分,超棒,景色5,趣味5,性价比5,2025-01-18 发布点评,易导是本地人，在景区信息分享的基础上，能更多地分享都江堰的城市历史，收货颇丰。景区时间规划合理。小朋友也学到很多。,来自订单,IP属地:四川,黄金贵宾,,都江堰好评
surefire.,4分,满意,景色4,趣味4,性价比3,2025-01-18 发布点评,历史文化价值意义大于景色价值景色相对来说比较单调，只是历史文化意义非常厚重在飞沙堰那边的流水变化从即变化是突然可以让你感觉视觉上焕然一新的景色，其他地方没有很多特别激烈的地方，主要是历史文化意义大于景点景色,来自订单,IP属地:四川,铂金贵宾,,都江堰好评
138****8589,5分,超棒,景色5,趣味5,性价比5,2025-01-18 发布点评,都江堰很美，当地人也很友好,来自订单,IP属地:四川,铂金贵宾,,都江堰好评
Eternity yang,5分,超棒,景色5,趣味5,性价比5,2025-01-17 发布点评,不错 好不错,来自订单,IP属地:四川,钻石贵宾,,都江堰好评
洛阳八仙,4分,满意,景色4,趣味4,性价比4,2025-01-17 发布点评,有名的水利工程，还是值得一看，感叹古人的智慧。,来自订单,IP属地:四川,黄金贵宾,,都江堰好评
M20****016,5分,超棒,景色5,趣味5,性价比5,2025-01-17 发布点评,都江堰景区值得细细玩赏。只有深入其中才能真切感受到古人的智慧以及造福后人的伟大之举。,来自订单,IP属地:湖北,铂金贵宾,,都江堰好评
匿名用户,5分,超棒,景色5,趣味5,性价比5,2025-01-17 发布点评,体验好，讲解到位，导游经验丰富，超级棒，非常开心。这次行程让我们深刻了解到其厚重的历史和文化,来自订单,IP属地:四川,黄金贵宾,,都江堰好评
M43****3346,5分,超棒,景色5,趣味5,性价比5,2025-01-17 发布点评,导游服务非常好,来自订单,IP属地:四川,铂金贵宾,,都江堰好评
donnor,5分,超棒,景色5,趣味5,性价比5,2025-01-17 发布点评,夏天有点热，风景不错,来自订单,IP属地:上海,铂金贵宾,,都江堰好评
ca****gar,5分,超棒,景色5,趣味5,性价比5,2025-01-17 发布点评,伟大的水利工程，值得一看，最好有讲解,来自订单,IP属地:四川,钻石贵宾,,都江堰好评
天天Hailey妈咪,5分,超棒,景色5,趣味5,性价比5,2025-01-17 发布点评,成都名片都江堰！这个景点可以和青城山合并到一起游览，山清水秀形容再贴切不过了。都江堰的水和青城山的山遥相呼应相隔不远，堪称成都人的后花园。外地游客来成都游玩的首选之景点,,IP属地:四川,钻石贵宾,,都江堰好评
M61****479,5分,超棒,景色5,趣味5,性价比5,2025-01-17 发布点评,孩子玩儿的很高兴，对以后写作文很有帮助！,来自订单,IP属地:北京,铂金贵宾,,都江堰好评
_M13****5958,5分,超棒,景色5,趣味5,性价比5,2025-01-16 发布点评,很值得一去,来自订单,IP属地:河北,铂金贵宾,,都江堰好评
丁丁宝妈妈,4分,满意,景色5,趣味5,性价比4,2025-01-16 发布点评,都江堰很有意思，这次带孩子来的，他刚学过都江堰，正好带他来看看，这个工程服务了我们上千年，真的太厉害了！风景也不错，值得来看看….,来自订单,IP属地:湖南,铂金贵宾,,都江堰好评
匿名用户,5分,超棒,景色5,趣味5,性价比5,2025-01-16 发布点评,体验感很好,来自订单,IP属地:辽宁,,,都江堰好评
M52****101,5分,超棒,景色5,趣味4,性价比5,2025-01-16 发布点评,景区很大，千年的水利工程，点赞????,来自订单,IP属地:四川,黄金贵宾,,都江堰好评
D58***33,5分,超棒,,,,2025-01-16 发布点评,"即时预订,无需更改门票,扫描护照进入公园。方便方便。",来自Trip.com,IP属地:未知,,,都江堰好评
Eternity yang,5分,超棒,景色5,趣味5,性价比5,2025-01-16 发布点评,不错 好 还可以很好,来自订单,IP属地:四川,钻石贵宾,,都江堰好评
M47****7068,5分,超棒,景色5,趣味5,性价比5,2025-01-16 发布点评,"看起来是绿眼泪
拍出来是蓝眼泪",来自订单,IP属地:云南,钻石贵宾,,都江堰好评
M52****332,5分,超棒,景色5,趣味5,性价比5,2025-01-16 发布点评,非常好非常好非常好！,来自订单,IP属地:四川,铂金贵宾,,都江堰好评
Conti-刘ZP,5分,超棒,景色5,趣味5,性价比5,2025-01-16 发布点评,历史瑰宝，来一次值,来自订单,IP属地:四川,铂金贵宾,,都江堰好评
Cokotta,5分,超棒,景色5,趣味5,性价比5,2025-01-16 发布点评,景色很美，体验感很好,来自订单,IP属地:四川,黄金贵宾,,都江堰好评
_WeCh****853334,5分,超棒,景色5,趣味5,性价比5,2025-01-15 发布点评,很好很好很好,来自订单,IP属地:山东,铂金贵宾,,都江堰好评
M36****4702,5分,超棒,景色5,趣味4,性价比5,2025-01-15 发布点评,值得一去，没找到官方讲解有点遗憾,来自订单,IP属地:辽宁,,,都江堰好评
M32****9449,5分,超棒,景色5,趣味5,性价比5,2025-01-15 发布点评,雄伟壮观，值得一去,来自订单,IP属地:四川,黄金贵宾,,都江堰好评
M42****7907,5分,超棒,景色5,趣味5,性价比5,2025-01-15 发布点评,景区很棒，下次不来了,来自订单,IP属地:四川,黄金贵宾,,都江堰好评
E09****80,5分,超棒,景色5,趣味4,性价比5,2025-01-15 发布点评,整个景区联票，飞沙堰，宝瓶口，二王庙，天气不太好，景区不错，就是有点强买强卖，非让人一次性耍完。,来自订单,IP属地:重庆,铂金贵宾,,都江堰好评
古德里安,5分,超棒,景色5,趣味5,性价比5,2025-01-15 发布点评,很好很细致,来自订单,IP属地:上海,铂金贵宾,,都江堰好评
建极绥猷J,5分,超棒,景色5,趣味5,性价比5,2025-01-15 发布点评,都江堰的人文景观同样丰富，二王庙供奉着李冰父子的神像，寄托了人们对治水英雄的敬仰之情。伏龙观、安澜桥等古迹见证了都江堰的悠久历史和深厚文化底蕴?。此外，都江堰的古城墙和古街道也充满了历史的气息，让人仿佛穿越回古代?。,来自订单,IP属地:四川,钻石贵宾,,都江堰好评
M51****9756,5分,超棒,景色5,趣味5,性价比5,2025-01-15 发布点评,很好，玩得很开心，风景也非常美，而且我们去的那天还下雨了，更为壮观，下次有机会还去，而且人还特别多，讲解也非常到位，主要是景观很壮观,来自订单,IP属地:陕西,,,都江堰好评
M44****8737,5分,超棒,景色5,趣味5,性价比5,2025-01-15 发布点评,非常不错的,来自订单,IP属地:四川,黄金贵宾,,都江堰好评
行走在民间的艺术家,4分,满意,景色4,趣味4,性价比4,2025-01-15 发布点评,"都江堰，位于四川省成都市都江堰市城西，坐落在成都平原西部的岷江上，是秦昭王后期蜀郡守李冰总结前人治水经验，组织人民修建的大型水利工程。
都江堰是世界文化遗产、世界灌溉工程遗产、全国重点文物保护单位、国家AAAAA级旅游景区。景区以都江堰水利工程为核心，涵盖了渠首枢纽（鱼嘴、飞沙堰、宝瓶口）、灌区各级引水渠道等工程系统。其中，鱼嘴分水堤将岷江分为内外二江，外江用于排洪，内江则引水灌溉；飞沙堰具有泄洪、排沙和调节水量的功能；宝瓶口则是内江的进水口，能自动控制进水量。
此外，都江堰还包含众多景点，如伏龙观、二王庙、安澜索桥等，它们不仅展现了古代水利文化的深厚底蕴，也为游客提供了丰富的旅游体验。站在都江堰水利工程之上，可以感受到古人智慧的伟大与现代科技的巧妙结合，领略到自然风光与人文景观的和谐共生。",,IP属地:四川,,,都江堰好评
印象西南,5分,超棒,景色5,趣味5,性价比5,2025-01-15 发布点评,"坐落在成都平原西部的岷江上，是当今世界年代久远、唯一留存、以无坝引水为特征的宏大水利工程
它最伟大之处是建堰2250多年来经久不衰，而且发挥着愈来愈大的效益  ?
成都周边游好去处 都江堰与青城后山之间 川西水乡 成都版小大理 以山水风光 古韵浪漫和原生烟火 成为成都人青睐的后花园 
算是成都周边最商业化的古镇 古镇基本上都是商业化 吃喝玩乐一应俱全 旁边有悠悠游岛 夏天还可以耍水 交通方便 成都周边游的好地方 #",,IP属地:四川,铂金贵宾,,都江堰好评
匿名用户,4分,满意,景色4,趣味4,性价比4,2025-01-14 发布点评,感觉还不错，感觉还不错，感觉还不错，感觉还不错，感觉还不错，感觉还不错，感觉还不错，感觉还不错，感觉还不错，感觉还不错，感觉还不错，感觉还不错，感觉还不错，感觉还不错，感觉还不错，感觉还不错，感觉还不错，感觉还不错，感觉还不错，感觉还不错，感觉还不错，感觉还不错，感觉还不错，感觉还不错，,来自订单,IP属地:四川,钻石贵宾,,都江堰好评
7月的超人,5分,超棒,景色5,趣味5,性价比5,2025-01-14 发布点评,值得来旅游的景点,来自订单,IP属地:陕西,钻石贵宾,,都江堰好评
M28****3756,5分,超棒,景色5,趣味5,性价比5,2025-01-14 发布点评,感谢年轻漂亮博识的唐导游！超乎想象的精彩，孩子和我们两个通过唐导细心的讲解，让我们对都江堰有个全新的了解和认识。这次活动给小朋友留下了深刻的记忆，再次感谢唐导！,来自订单,IP属地:四川,铂金贵宾,,都江堰好评
M52****6299,5分,超棒,景色5,趣味5,性价比5,2025-01-14 发布点评,讲解很棒，介绍了好吃的,来自订单,IP属地:四川,黄金贵宾,,都江堰好评
M14****616,5分,超棒,景色5,趣味4,性价比4,2025-01-14 发布点评,历史古迹，值得游览,来自订单,IP属地:云南,铂金贵宾,,都江堰好评
M11****939,5分,超棒,景色5,趣味5,性价比5,2025-01-14 发布点评,小何讲解的很好 很满意,来自订单,IP属地:四川,黄金贵宾,,都江堰好评
m38****9136,5分,超棒,景色5,趣味5,性价比5,2025-01-14 发布点评,专业，细心，很负责的美女,来自订单,IP属地:四川,黄金贵宾,,都江堰好评
王冠蓁,5分,超棒,景色5,趣味5,性价比5,2025-01-14 发布点评,出游正好是晴天，山清水秀。登高俯瞰，美景尽收眼底。伟大的水利工程，很值得去,来自订单,IP属地:四川,铂金贵宾,,都江堰好评
_TI***3x,5分,超棒,,,,2025-01-13 发布点评,临时订定的行程，感谢郭静导游的细心讲解及介绍都江堰的由来，以及都江堰如何运作，非常感谢碰到这样的导游,来自Trip.com,IP属地:未知,,,都江堰好评
M46****0624,5分,超棒,景色5,趣味5,性价比5,2025-01-13 发布点评,还行吧，但不是我想像中的感觉，感觉就是进了寺庙道场拜仙,来自订单,IP属地:湖南,,,都江堰好评
匿名用户,5分,超棒,景色5,趣味5,性价比5,2025-01-13 发布点评,值得去旅游,来自订单,IP属地:湖北,钻石贵宾,,都江堰好评
丹生郡孟子,5分,超棒,景色5,趣味5,性价比5,2025-01-13 发布点评,导游服务特别好,来自订单,IP属地:四川,钻石贵宾,,都江堰好评
?? 韵,5分,超棒,景色5,趣味5,性价比5,2025-01-13 发布点评,房间干净，体验感还不错，服务员态度也很好，五星好评,来自订单,IP属地:四川,黄金贵宾,,都江堰好评
M14****575,5分,超棒,景色5,趣味4,性价比5,2025-01-13 发布点评,景色怡人，值得去看看,来自订单,IP属地:四川,铂金贵宾,,都江堰好评
和你在一起 哪都是家l,5分,超棒,景色5,趣味5,性价比5,2025-01-12 发布点评,去的时候下了点小雨 步行在都江堰我觉得还挺有氛围呢 没等到蓝眼泪就走了 但是也挺好的 看攻略6号门一直往下溜达 一边拍照一边溜达 2小时左右就完事了 我是用打车软件直接到6号门,来自订单,IP属地:四川,黄金贵宾,,都江堰好评
匿名用户,5分,超棒,景色5,趣味5,性价比5,2025-01-12 发布点评,讲解热情，耐心，景色很好，不错的一次旅行,来自订单,IP属地:四川,铂金贵宾,,都江堰好评
230****291,5分,超棒,景色5,趣味4,性价比4,2025-01-12 发布点评,环境还可以,来自订单,IP属地:江苏,铂金贵宾,,都江堰好评
战山为王是真的 博君一笑不可能,5分,超棒,景色5,趣味5,性价比5,2025-01-12 发布点评,内容很好 有点晕,来自订单,IP属地:四川,铂金贵宾,,都江堰好评
M27****2771,5分,超棒,景色5,趣味5,性价比5,2025-01-12 发布点评,打卡初中课本上的地方,来自订单,IP属地:四川,黄金贵宾,,都江堰好评
讨厌不讲信用的人,5分,超棒,景色5,趣味5,性价比5,2025-01-12 发布点评,很有历史，古人智慧非今人能比。,来自订单,IP属地:四川,铂金贵宾,,都江堰好评
官鹅沟,5分,超棒,景色5,趣味5,性价比5,2025-01-11 发布点评,景点服务好，优惠力度大。,来自订单,IP属地:甘肃,黄金贵宾,,都江堰好评
匿名用户,5分,超棒,景色5,趣味5,性价比5,2025-01-11 发布点评,非常值得一去。,来自订单,IP属地:甘肃,铂金贵宾,,都江堰好评
139****3160,5分,超棒,景色5,趣味5,性价比5,2025-01-11 发布点评,始修于秦，迄今而留存其一；有二王之庙宇而赞其功也；有西游之景，别驾之树而叹其奇也；有世遗之名而受其重也；…………,来自订单,IP属地:四川,黄金贵宾,,都江堰好评
M61****052,5分,超棒,景色5,趣味5,性价比5,2025-01-11 发布点评,景区风景优美,来自订单,IP属地:江苏,,,都江堰好评
突途兔,5分,超棒,景色5,趣味5,性价比5,2025-01-10 发布点评,导游讲解生动有趣，性格热情开朗，让全家都收获很大，强烈推荐,来自订单,IP属地:吉林,,,都江堰好评
晓雨遗踪,5分,超棒,景色5,趣味5,性价比5,2025-01-10 发布点评,景色很漂亮，就是国庆假期人太多了,来自订单,IP属地:陕西,钻石贵宾,,都江堰好评
M37****3531,5分,超棒,景色5,趣味5,性价比5,2025-01-10 发布点评,还可以，值得,来自订单,IP属地:广东,黄金贵宾,,都江堰好评
匿名用户,5分,超棒,景色5,趣味5,性价比5,2025-01-10 发布点评,超赞美景，下次还会再去的，希望票价能有折扣吼。交通还算OK，寻找攻略也还好，景区内很多饭馆，吃东西很方便，留一整天时间不错，可以静静坐在内江边的椅子上放空吼吼,来自订单,IP属地:山东,黄金贵宾,,都江堰好评
118****800,5分,超棒,景色5,趣味5,性价比5,2025-01-10 发布点评,第三次来都江堰了，让孩子近距离感受来自2000多年前的大型水利工程奇迹，是造福人民的水利工程，是世界水利工程的鼻祖！感叹先人的智慧和毅力！,来自订单,IP属地:四川,钻石贵宾,,都江堰好评
AAAKKK000,5分,超棒,景色5,趣味5,性价比5,2025-01-10 发布点评,整个工程很是壮观，感受古人的智慧，古老的中国人改造大自然，勤劳智慧的中国人利用大自然的决心，景区风景也不错，水特别的绿，很值得一去，,来自订单,IP属地:内蒙古,钻石贵宾,,都江堰好评
匿名用户,5分,超棒,景色5,趣味3,性价比4,2025-01-10 发布点评,景色还行吧，主打一个了解历史，只是看风景的话没必要选这,来自订单,IP属地:广东,黄金贵宾,,都江堰好评
M49****9023,5分,超棒,景色5,趣味5,性价比5,2025-01-10 发布点评,都江堰算是成都的一张名片了，离主城区也很近，所以来成都玩的人都会去都江堰看水，门票八十元，在五A景区中不算贵，游玩天数建议一整天，整个景区还是很大的，很多旅行团来这里，平时人都很多，有许多人把都江堰和青城山一块玩花一天时间，那样时间就很紧张了，都江堰是人文历史悠久的景点，都要追随到战国时期李冰父子了，这个水利工程浩大又壮观，那个水澎湃汹涌，简直感觉不虚此行，登上玉垒阁更是能俯视整个都江堰，还有二王庙这样的庙子，想烧香的也可以来，节假日人太多，在桥上都动不了，工作日来最好。,,IP属地:四川,铂金贵宾,,都江堰好评
babytiger,5分,超棒,景色5,趣味5,性价比5,2025-01-09 发布点评,古人伟大的智慧，造就造福了成都平原，景区很大很漂亮，除了宏大的水利工程，还有松茂古道、二王庙、玉垒关、宣威门、夫妻桥，景色宜人。,,IP属地:上海,铂金贵宾,,都江堰好评
匿名用户,5分,超棒,景色5,趣味5,性价比5,2025-01-09 发布点评,值得一去哦,来自订单,IP属地:四川,黄金贵宾,,都江堰好评
M22****6520,5分,超棒,景色5,趣味5,性价比5,2025-01-09 发布点评,吴导讲解耐心细致，人nice ，值得推荐！,来自订单,IP属地:四川,铂金贵宾,,都江堰好评
豆B力,5分,超棒,景色5,趣味5,性价比5,2025-01-09 发布点评,"馬導游講解很棒，每一个细节清晰透彻，深入浅出，专业易懂。让我对都江堰来源、设计有了更深度的了解。
受益匪浅！非常感谢…
已经加入微信好友，下次再安排时间过来其他的景点……??????",来自订单,IP属地:四川,铂金贵宾,,都江堰好评
