user_detail_name,user_detail_tags_text,text,text 2,text 3,text 4,text 5,resource_date_text,content_wrap,iplocation,,,attraction_name
lvjuchao,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-28 发布点评,人比较多！挺好看的,IP属地:广东,,,大熊猫基地好评
M33****785,黄金贵宾,5分,超棒,景色5,趣味4,性价比4,2025-01-28 发布点评,很棒的一次体验，大熊猫超可爱，美中不足的就是部分场馆未开放，有点遗憾。,IP属地:重庆,,,大熊猫基地好评
M43****5629,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-28 发布点评,可以的可以的,IP属地:广东,,,大熊猫基地好评
匿名用户,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-28 发布点评,整体来说，表现是相当不错的。,IP属地:浙江,,,大熊猫基地好评
jia****122,钻石贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-28 发布点评,这里会让你看到不一样的国宝大熊猫，值得推荐,IP属地:北京,,,大熊猫基地好评
KKDAYY,,5分,超棒,,,,2025-01-28 发布点评,拿着二维码和证件排队扫一下就可以进场～里面超大的，可以玩一整个下午，产房那边的熊猫宝宝超可爱～～,IP属地:未知,,,大熊猫基地好评
因缘和合缘起性空,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-28 发布点评,孩子玩的很开心。只是遗憾周一花花没上班。,IP属地:重庆,,,大熊猫基地好评
M42****7431,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-28 发布点评,西门进入后的各个场馆修建的更好！下午西门进入，所有的熊猫都可以看见！！！！！,IP属地:四川,,,大熊猫基地好评
匿名用户,,4分,满意,,,,2025-01-28 发布点评,"这是一生在现实生活中看到熊猫的经历!有点拥挤,但都值得。我希望我们没有中途停留,这样我们就可以花更多的时间参观整个研究基地。",IP属地:未知,,,大熊猫基地好评
民间美食家,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-27 发布点评,各种睡觉，来两次都在睡觉,IP属地:四川,,,大熊猫基地好评
M48****913,钻石贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-27 发布点评,选择的季节不太对 天很热 熊猫不太愿意出来 人山人海 选择的季节不太对 天很热 熊猫不太愿意出来 人山人海 选择的季节不太对 天很热 熊猫不太愿意出来 人山人海,IP属地:黑龙江,,,大熊猫基地好评
匿名用户,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-27 发布点评,非常好熊猫很多，都很可爱,IP属地:重庆,,,大熊猫基地好评
匿名用户,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-27 发布点评,景区真的很大，只转了花花的6号公寓附近区域就用了四个小时，能看到花花也值了哈哈，不看地图导航真的会迷路，志愿者小姐姐们态度极好！！,IP属地:云南,,,大熊猫基地好评
西域春新秦人,铂金贵宾,4分,满意,景色4,趣味3,性价比4,2025-01-27 发布点评,还可以，就是内容有点单一,IP属地:广东,,,大熊猫基地好评
M26****1642,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-27 发布点评,猫猫超可爱，可惜下午去的，他们在睡觉。,IP属地:西藏,,,大熊猫基地好评
小周周粑粑,黄金贵宾,4分,满意,景色4,趣味4,性价比4,2025-01-27 发布点评,园子有点大，走起来废腿，熊猫憨态可掬，带娃去不错，5D影院性价比一般。,IP属地:四川,,,大熊猫基地好评
M41****4715,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-27 发布点评,早8点左右  下午2点左右   熊猫宝贝们比较活跃    其他时间睡觉的比较多??????,IP属地:四川,,,大熊猫基地好评
320****914,,5分,超棒,景色5,趣味5,性价比5,2025-01-27 发布点评,不错，值得带孩子去看看大熊猫！,IP属地:陕西,,,大熊猫基地好评
_TI***3w,,5分,超棒,,,,2025-01-27 发布点评,很多猫!,IP属地:未知,,,大熊猫基地好评
M39****174,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-27 发布点评,景区熊猫也太可爱了，拍到了一个上班摸鱼的大熊猫，趴着睡简直萌死了，但是建议做好攻略，我们没注意看，周一花花的别墅闭馆，没有看见花花，还有就是尽量早晨去，下午动物多少有点困了。,IP属地:四川,,,大熊猫基地好评
荣荣爱旅行,,5分,超棒,景色5,趣味5,性价比5,2025-01-27 发布点评,国宝啊，值得推荐,IP属地:四川,,,大熊猫基地好评
Stefanie Schoebe,,5分,超棒,,,,2025-01-27 发布点评,"成都大猫生长研究基地是每一位动物爱好者和中国游客的绝对必不可少,猫在这里生活在一个的地区,它体现了自然生境。你有感觉在自然环境里观察动物,猫的食物是特别的突出。可以观察猫巴布斯,有时甚至玩相处。除了猫还有其他动物,如红猫,早晨猫更活,游客数量也更少。在入口区有免费行李的信息中心。",IP属地:未知,,,大熊猫基地好评
M78****9915,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-27 发布点评,花花周一不上班,IP属地:内蒙古,,,大熊猫基地好评
Titanilla,,5分,超棒,,,,2025-01-26 发布点评,熊猫真可爱!,IP属地:未知,,,大熊猫基地好评
匿名用户,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-26 发布点评,感觉还不错,IP属地:上海,,,大熊猫基地好评
M34****6334,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-26 发布点评,价格实惠，非常不错。,IP属地:四川,,,大熊猫基地好评
匿名用户,,5分,超棒,,,,2025-01-26 发布点评,观赏熊猫是一种值得花时间的体验。,IP属地:未知,,,大熊猫基地好评
Raruhhxyz,,5分,超棒,,,,2025-01-26 发布点评,"好漂亮,熊猫好可爱",IP属地:未知,,,大熊猫基地好评
匿名用户,,4分,满意,,,,2025-01-26 发布点评,"看到熊猫很好,但人满为患。否则,不错的体验。",IP属地:未知,,,大熊猫基地好评
ZZP_40,铂金贵宾,4分,满意,景色4,趣味4,性价比4,2025-01-26 发布点评,"来成都旅游, 要看看国宝熊猫,值得一看. 不想走太多路的话, 还是建议付费坐游览车",IP属地:中国香港,,,大熊猫基地好评
匿名用户,,5分,超棒,,,,2025-01-26 发布点评,可以看到很多熊猫??！另外经由trip.com购买，可以省去很多麻烦。例如在中国没有当地门号绑定，很多事情都无法处理。在trip.com购买后，资料输入台胞证号码，当天排队利用最左边的两个通道，进行人工确认即可入园！终于看到顶流大明星「花花」超棒的一趟旅行,IP属地:未知,,,大熊猫基地好评
320****981,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-26 发布点评,慢慢看可以看一天，很好很好,IP属地:广东,,,大熊猫基地好评
匿名用户,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-26 发布点评,偶遇一只爬高了的大熊猫，下路来了,IP属地:四川,,,大熊猫基地好评
M48****1577,,4分,满意,景色5,趣味4,性价比4,2025-01-26 发布点评,环境不错，就是熊猫有点少,IP属地:宁夏,,,大熊猫基地好评
戎文琦,铂金贵宾,4分,满意,景色4,趣味4,性价比4,2025-01-26 发布点评,太大，太废脚。必须有取舍，特种兵除外。新区熊猫馆离得远，但是在星星产房看到了熊猫打架、爬树、翻跟头。旧馆比较密集，近距离看到了吃竹子。除了太大废脚累以为都很好。电瓶车可用性不大，但很贵，性价比不高,IP属地:上海,,,大熊猫基地好评
小开心6,黄金贵宾,4分,满意,景色4,趣味3,性价比4,2025-01-26 发布点评,熊猫吃吃睡睡，观光车排队好久,IP属地:四川,,,大熊猫基地好评
匿名用户,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-26 发布点评,园区很大，熊猫很可爱，但是人也好多，除了小朋友太多了比较吵，其他方面都还可以吧,IP属地:江西,,,大熊猫基地好评
匿名用户,,5分,超棒,,,,2025-01-26 发布点评,"确实很大可以探索。不过,我参观期间大熊猫大部分都在睡觉,有点失望。不过,还是不错的体验。",IP属地:未知,,,大熊猫基地好评
唯森家居俞伟,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-26 发布点评,很好的一次体验，看到了很多大熊猫，也了解了很多关于大熊猫的知识。,IP属地:四川,,,大熊猫基地好评
M66****3244,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-25 发布点评,花花真的那么让人期待,IP属地:四川,,,大熊猫基地好评
贝贝爸爸游,钻石贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-25 发布点评,熊猫宝宝倒挂金钩，很好玩，时间有些紧，最后没看完出园了,IP属地:北京,,,大熊猫基地好评
205****530,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-25 发布点评,人工智能很棒，前台还送了熊猫小礼物,IP属地:四川,,,大熊猫基地好评
XKFYTONY,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-25 发布点评,熊猫基地就是一座山，熊猫不错，园区设施也好，员工也友善。建议可以在各个节点多设几个洗手间，每个洗手间多设些女性的位置。淡季都排队，旺季就可想而知了,IP属地:四川,,,大熊猫基地好评
赵鹤璇,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-25 发布点评,谢谢小陈导游，是真心的爱熊猫。 舞台剧很棒，快速通非常节省时间。棒棒哒。,IP属地:四川,,,大熊猫基地好评
M25****2081,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-25 发布点评,小朋友独立参加，领队准时集合，带着逛一圈讲解知识，总体还是满意。我们自己进园随便看看,IP属地:四川,,,大熊猫基地好评
匿名用户,黑钻贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-25 发布点评,okokok,IP属地:北京,,,大熊猫基地好评
天空的海底??????,,5分,超棒,景色5,趣味3,性价比3,2025-01-25 发布点评,看不看得到熊猫要做攻略，还要看运气。,IP属地:四川,,,大熊猫基地好评
Stargazer29,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-25 发布点评,在成都熊猫基地，讲解导游盼盼以其专业的知识和满腔的热情，将大熊猫的点点滴滴生动呈现。她不仅详细解说，更用心互动，让游客在欢笑中增长见识，深刻感受到大熊猫的可爱与珍贵。,IP属地:四川,,,大熊猫基地好评
匿名用户,铂金贵宾,4分,满意,景色4,趣味3,性价比3,2025-01-25 发布点评,没想象中的好 必须买电瓶车,IP属地:内蒙古,,,大熊猫基地好评
匿名用户,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-25 发布点评,感觉的大熊猫很好看，风景也不错，里面很大很好玩，我特别喜欢这里，以后有机会了还会来这里玩，里面的熊猫有很多，还有很好的讲解服务也很不错,IP属地:四川,,,大熊猫基地好评
匿名用户,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-25 发布点评,"?? 酒店环境：
酒店外观设计现代大气，大堂装修精致典雅，营造出一种高端舒适的氛围。房间内部布局合理，空间宽敞明亮，干净整洁，设施齐全且维护良好。床品柔软舒适，让我在疲惫的旅途中能够迅速进入甜美的梦乡。卫生间干湿分离，淋浴喷头水压稳定，热水供应充足，洗浴用品品质也不错，细节之处尽显品质。
 
???♂? 服务态度：
从办理入住到退房离开，酒店的每一位工作人员都热情友好、专业高效。前台工作人员耐心解答我的问题，并提供了许多有用的旅行建议；客房服务人员响应迅速，及时满足我的各种需求；餐厅服务员态度亲切，服务周到，让我在用餐过程中感受到了家一般的温暖。",IP属地:安徽,,,大熊猫基地好评
Sths,,5分,超棒,,,,2025-01-25 发布点评,"易于购买和访问,但诚实的意见不值得访问",IP属地:未知,,,大熊猫基地好评
Willows Y,铂金贵宾,4分,满意,景色4,趣味4,性价比4,2025-01-25 发布点评,总体在基地能看到的熊猫不多，但游客太多，影响体验。地方挺大的，走完有点吃力，可以吃饭的地方选择不多，东西贵又不太好吃。年轻一点的熊猫如果在一起会比较可爱，会打架会爬树啥的，年纪大一些的不是躺平呼呼大睡，就是一直坐在角落干饭，沉浸在自己的世界里。这季节也没有幼崽，少了很多乐趣。但交通还挺方便的，出了基地有好多直通车去到不同的景点，节省时间和精力，很人性化。,IP属地:四川,,,大熊猫基地好评
sym229,黄金贵宾,4分,满意,景色5,趣味4,性价比4,2025-01-25 发布点评,夏天开放的更多哦 建议夏天来 不过冬天天气也足够舒适,IP属地:四川,,,大熊猫基地好评
Tridib Misra,,5分,超棒,,,,2025-01-25 发布点评,"这个熊猫中心很不错,我们在这里几乎花了一整天,很大,有很多熊猫我建议早上去,因为当熊猫最活跃的时候。我们下午左右到达那里,所以很多熊猫都在睡觉。我们看到几个玩和吃饭虽然所以不是问题,我们在门口买了CNY55的票,因为过年人很多,可以步行整个中心但需要时间。还有滴滴的选择下车穿梭巴士。它花费了CNY30一天,你可以上/下,请到下午6点。我们在入口的游客中心得到了一张纸质地图,这对导航这个地方很有帮助。强烈推荐!",IP属地:未知,,,大熊猫基地好评
Richard_不思义,铂金贵宾,4分,满意,景色5,趣味3,性价比3,2025-01-25 发布点评,太阳产房在维修，月亮产房空空如也，只有少部分熊猫在营业，唯一的优点就是今天25号去人不算多，6号别墅等了一个小时的样子就看到和花了，熊猫不太活跃，很烦,IP属地:四川,,,大熊猫基地好评
M38****5106,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-25 发布点评,非常方便，11月去，人少，但是熊猫都会出来,IP属地:广西,,,大熊猫基地好评
唯森家居俞伟,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-25 发布点评,参加了研学，小朋友很喜欢，看了很多大熊猫，也做了熊猫爱吃的窝窝头,IP属地:四川,,,大熊猫基地好评
M59****647,钻石贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-25 发布点评,非常满意 有机会还来,IP属地:上海,,,大熊猫基地好评
星语溪愿,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-25 发布点评,在熊猫基地的游玩感觉不错：环境优美，视野开阔，心情愉悦，熊猫??宝贝很可爱，设施齐全。交通方便，可以乘坐大巴，可以打车，可以自驾，,IP属地:云南,,,大熊猫基地好评
we are world,铂金贵宾,5分,超棒,景色5,趣味3,性价比3,2025-01-25 发布点评,没看见什么大熊猫，数量少，除了看人，动物少，卖东西的倒是不少，只赚钱不给看动物,IP属地:海南,,,大熊猫基地好评
M41****9466,铂金贵宾,5分,超棒,景色5,趣味4,性价比4,2025-01-24 发布点评,景区很大，熊猫很多，中午去刚好在吃东西，活动力不算很活跃。看起来很可爱，小朋友很喜欢。花花所在的六号别墅，排队的人太多，没得看，有些遗憾,IP属地:广西,,,大熊猫基地好评
如诗__,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-24 发布点评,阴雨天，只看到一个熊猫,IP属地:四川,,,大熊猫基地好评
M42****361,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-24 发布点评,很不错的旅行，期待下次,IP属地:四川,,,大熊猫基地好评
旅行人在路上～,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-24 发布点评,好 很好 非常好,IP属地:四川,,,大熊猫基地好评
M13****175,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-24 发布点评,还是比较推荐带小朋友游玩的,IP属地:四川,,,大熊猫基地好评
不用想起因为不曾忘记,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-24 发布点评,人就太多了，花花排队要2个多小时,IP属地:四川,,,大熊猫基地好评
石头鱼??,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-24 发布点评,"去成都大熊猫繁育研究基地，绝对是一场能让你满心欢喜、治愈心灵的奇妙之旅！踏入园区，绿意扑面而来，仿佛瞬间置身熊猫的梦幻家园。沿着蜿蜒小径前行，翠竹沙沙作响，好似在为这场与国宝的邂逅奏响欢迎曲。
 
终于和圆滚滚的熊猫们见面啦！有的抱着竹子大快朵颐，腮帮子一鼓一鼓，吃得津津有味；有的慵懒地躺在地上晒太阳，肚皮随着呼吸一起一伏，模样别提多惬意；还有调皮的小家伙在树上上蹿下跳，一不小心摔个“屁墩”，却毫不在意，翻个身继续玩耍，萌态百出，心都被它们融化了。见到了谭爷爷投喂花花，和叶不虚此行。",IP属地:江苏,,,大熊猫基地好评
118****508,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-24 发布点评,好好好好好,IP属地:四川,,,大熊猫基地好评
匿名用户,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-24 发布点评,非常好，值得一游！！！,IP属地:四川,,,大熊猫基地好评
Yucici,,5分,超棒,,,,2025-01-24 发布点评,直接扫二维码进，很方便,IP属地:未知,,,大熊猫基地好评
段蕤睿魏,,5分,超棒,景色5,趣味5,性价比5,2025-01-24 发布点评,网上买票比较方便,IP属地:北京,,,大熊猫基地好评
匿名用户,钻石贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-24 发布点评,萌，可爱，太萌太可爱了,IP属地:四川,,,大熊猫基地好评
_WeCh****289931,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-24 发布点评,体验感不错,IP属地:贵州,,,大熊猫基地好评
M79****05,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-24 发布点评,大熊猫憨态可掬，不过要去的早，吃饭的时候比较活泼，中午的时候都在睡大觉，花花那边排队时间太长，最好开门就去，否则拍半小时可能就看到它的屁股。,IP属地:上海,,,大熊猫基地好评
M56****1478,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-24 发布点评,西门人少猫多，性价比特别高，如果不是追求看花花的话，慢慢从西门走到南门可以看到很多熊猫，大熊猫小熊猫都有，学生有半价优惠，真的特别好！！！,IP属地:四川,,,大熊猫基地好评
E49***55,,5分,超棒,,,,2025-01-24 发布点评,"随身携带护照,因为他们使用护照号码兑换门票!",IP属地:未知,,,大熊猫基地好评
匿名用户,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-23 发布点评,跳过了花花，看了很多只熊猫很开心,IP属地:中国香港,,,大熊猫基地好评
M35****4478,,4分,满意,景色4,趣味4,性价比4,2025-01-23 发布点评,总体还不错，看花花人比较点多，需要排队2小时左右进场馆,IP属地:未知,,,大熊猫基地好评
moo****li,铂金贵宾,5分,超棒,景色5,趣味4,性价比4,2025-01-23 发布点评,小朋友挺开心，也学到了很多熊猫的知识,IP属地:云南,,,大熊猫基地好评
匿名用户,铂金贵宾,4分,满意,景色4,趣味4,性价比4,2025-01-23 发布点评,不愧是成都顶流的景点，一到节假日真是人山人海，看花花至少两个小时起步，不过就算错过花花，其他熊猫也是可爱之极，可惜现在各大产房都不展出熊猫baby了，比以前少了很多乐趣，毕竟大多数人都未曾见过幼小的baby，希望以后能恢复展出,IP属地:未知,,,大熊猫基地好评
M53****350,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-23 发布点评,6点就在大门口排队，8点第一个入园，一路狂奔，8:05看到花花！！！我爱花花！基地超级大，有很多熊猫，今天在基地呆了4小时看到了30几只，太赞了！一定要坐观光车，保留体力看更多熊猫,IP属地:四川,,,大熊猫基地好评
_TI***gv,,5分,超棒,,,,2025-01-23 发布点评,一生一次的经历,IP属地:未知,,,大熊猫基地好评
匿名用户,钻石贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-23 发布点评,好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好,IP属地:北京,,,大熊猫基地好评
Jhan很忙,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-23 发布点评,去晚了????,IP属地:四川,,,大熊猫基地好评
_WeCh****872835,铂金贵宾,4分,满意,景色4,趣味4,性价比4,2025-01-23 发布点评,熊猫基地挺大，个人原因没去走一会,IP属地:河南,,,大熊猫基地好评
159****5497,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-23 发布点评,"熊猫基地, 一次很好的体验, 导游特别棒!

5D体验千万别去, 就是坑!!!",IP属地:四川,,,大熊猫基地好评
M29****5394,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-23 发布点评,运气很好看到不少熊猫，周一花花不上班，选择了错峰出行,IP属地:四川,,,大熊猫基地好评
匿名用户,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-23 发布点评,：值得去一次,IP属地:云南,,,大熊猫基地好评
E15****26,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-23 发布点评,太大了，人比熊猫多的太多！,IP属地:贵州,,,大熊猫基地好评
匿名用户,,5分,超棒,景色5,趣味5,性价比5,2025-01-23 发布点评,出差路过成都，抽了半天专门来逛了逛，天气比较热，没有看到花花，但是别的熊猫也很不错。建议买电车票，否则园区挺大的，半天走下来的话会比较累,IP属地:广东,,,大熊猫基地好评
嗨喽hello,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-23 发布点评,大熊猫超级可爱,IP属地:江苏,,,大熊猫基地好评
liusroom,钻石贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-23 发布点评,非常便捷。直达南门,IP属地:四川,,,大熊猫基地好评
艾河畔圣日耳曼正德皇帝,铂金贵宾,4分,满意,景色4,趣味3,性价比3,2025-01-23 发布点评,从西门进南门出，西门附近熊猫很多，但是旅程非常远，小孩子完全不能承受，越靠近南门，都是别墅区，熊猫渐少，星星月亮太阳产房的话，就是房子而已，对于孩子来说没有可看性,IP属地:四川,,,大熊猫基地好评
M33****4433,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-23 发布点评,性价比很高，适合亲子游,IP属地:陕西,,,大熊猫基地好评
匿名用户,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-23 发布点评,大熊猫基地值得一去，就是费腿。幸运的看到了花花！,IP属地:海南,,,大熊猫基地好评
匿名用户,铂金贵宾,4分,满意,景色5,趣味5,性价比5,2025-01-23 发布点评,园区很大，但能看的熊猫不多，感觉一般,IP属地:广东,,,大熊猫基地好评
Kajiurasakurahio,钻石贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-23 发布点评,为了看女顶流花花。真的要排很长时间的队。至少一个小时起步。还要限时三分钟。很可爱，动作很慢，被和叶各种欺负。其实还有很多熊猫可以看，比如干妈陈圆润女士。也很可爱。园区很大。,IP属地:北京,,,大熊猫基地好评
mhw4567,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-23 发布点评,值得去的好地方,IP属地:甘肃,,,大熊猫基地好评
匿名用户,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-22 发布点评,这次是带儿子去的，选择的是下午票，中午12点的，可惜人还是太多了，排队排了一个半小时，就看了大熊猫的屁股??不过后面还好，到产房去看到小熊猫了,IP属地:四川,,,大熊猫基地好评
_TI***mx,,5分,超棒,,,,2025-01-22 发布点评,"我们买了公园的火车+猫空间时间,我们早上到,大约9点30分,公园很大,很有趣,是看猫在其自然环境中看的神奇时刻,负点是我们买了火车。原因:由于公园太大,我们花了很长时间在它上,所以我只建议买公园票。",IP属地:未知,,,大熊猫基地好评
k****e4,钻石贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-22 发布点评,园区里的熊猫都很活泼，干净没有异味，游玩不是很累，有电瓶车，园区里的花花特别可爱，脾气很好??，为了看她排队一个小时，但也是值的。,IP属地:广东,,,大熊猫基地好评
M16****002,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-22 发布点评,很值得一去，虽然排队排了一个多小时，但还是看到了花花,IP属地:四川,,,大熊猫基地好评
匿名用户,,5分,超棒,景色5,趣味5,性价比5,2025-01-22 发布点评,大熊猫非常可爱,IP属地:浙江,,,大熊猫基地好评
WYH001,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-22 发布点评,服务态度很好,IP属地:山西,,,大熊猫基地好评
M30****1300,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-22 发布点评,熊猫好可爱呀,IP属地:重庆,,,大熊猫基地好评
Enno_Zhong,黑钻贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-22 发布点评,帶孩子來熊貓基地玩，很方便，導遊很熱心，講解很棒,IP属地:四川,,,大熊猫基地好评
九天V雷动,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-22 发布点评,非常愉快的体验,IP属地:新疆,,,大熊猫基地好评
M50****6768,,5分,超棒,景色5,趣味5,性价比5,2025-01-22 发布点评,国宝就应该享受天府！完美！,IP属地:四川,,,大熊猫基地好评
286****338,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-22 发布点评,值得选择.,IP属地:四川,,,大熊猫基地好评
_TI***kr,,5分,超棒,,,,2025-01-22 发布点评,"熊猫基地好好玩，早上7.30抵达，丝滑入园，一进门就直冲花花，排了一个小时的队就看到啦，也看到花花的正脸。
好开心！！！！",IP属地:未知,,,大熊猫基地好评
匿名用户,,5分,超棒,,,,2025-01-22 发布点评,"很舒服,景色很赞",IP属地:未知,,,大熊猫基地好评
匿名用户,,5分,超棒,,,,2025-01-22 发布点评,"哇!谢谢,熊猫好可爱,公园里Verry干净????",IP属地:未知,,,大熊猫基地好评
M35****4077,黄金贵宾,4分,满意,景色4,趣味4,性价比4,2025-01-21 发布点评,排队三小时实际上也没看清楚大熊猫，名气大但不能起到什么作用。小朋友们最喜欢！大熊猫是中国的国宝。繁殖这么多年也远远达不到高产量，。,IP属地:四川,,,大熊猫基地好评
kenji-lina,黑钻贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-21 发布点评,和朋友一起带两个孩子出游去的，非常好玩，除了热没毛病，绝对是一个值得打卡的地方，携程出票好，进去只要刷证件即可，非常推荐，出游全程都在携程上定，很方便,IP属地:北京,,,大熊猫基地好评
匿名用户,钻石贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-21 发布点评,最不值得去的地方,IP属地:山东,,,大熊猫基地好评
139****2379,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-21 发布点评,很满意！！！！,IP属地:云南,,,大熊猫基地好评
匿名用户,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-21 发布点评,整挺好整挺好,IP属地:四川,,,大熊猫基地好评
jackfjj,黑钻贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-21 发布点评,还可以的。,IP属地:广西,,,大熊猫基地好评
困了就睡你的觉,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-21 发布点评,各项服务很好很到位,IP属地:四川,,,大熊猫基地好评
nightwolf,钻石贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-21 发布点评,环境好，就是观光车感觉太少,IP属地:四川,,,大熊猫基地好评
M44****5535,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-21 发布点评,特别好特别好，都来看看别人,IP属地:重庆,,,大熊猫基地好评
Mr_hu18,铂金贵宾,5分,超棒,景色4,趣味4,性价比5,2025-01-21 发布点评,尽量上午去，熊猫精神头大，吃完就开始睡觉了，不爱动,IP属地:四川,,,大熊猫基地好评
M33****6203,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-21 发布点评,可以可以不错不错,IP属地:四川,,,大熊猫基地好评
匿名用户,,4分,满意,,,,2025-01-21 发布点评,"我们去的时候很多人,到处都是长长的排队,但除了那个伟大的景点",IP属地:未知,,,大熊猫基地好评
匿名用户,,5分,超棒,,,,2025-01-21 发布点评,去到直接显示护照就可以进去，方便多了。,IP属地:未知,,,大熊猫基地好评
Dean_Jun,,4分,满意,景色4,趣味4,性价比4,2025-01-21 发布点评,年前放假，人特别多，去的点正好熊猫都在睡觉，看了个寂寞,IP属地:上海,,,大熊猫基地好评
香醋摆不坏,黑钻贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-21 发布点评,非常棒的体验，提前联系好时间，沟通了行程和讲解的范畴。讲解十分详细，也看到了可爱的熊猫。可惜周一花花不出现。下次再来。,IP属地:江苏,,,大熊猫基地好评
M95****04,钻石贵宾,4分,满意,景色4,趣味4,性价比3,2025-01-20 发布点评,还行，大熊猫很可爱,IP属地:云南,,,大熊猫基地好评
