user_detail_name,user_detail_tags_text,text,text 2,text 3,text 4,text 5,resource_date_text,content_wrap,iplocation,from
匿名用户,,5分,超棒,景色5,趣味5,性价比5,,请的小哥哥导游非常好，讲解到位。,IP属地:山东,
匿名用户,,5分,超棒,景色5,趣味5,性价比5,,不错不错不错,IP属地:四川,
_WeCh****564620,,5分,超棒,景色5,趣味5,性价比5,,感受蜀国文化，很好。,IP属地:四川,
M27****4115,,5分,超棒,景色5,趣味5,性价比5,,"值得去
孩子们平时也很喜欢这些人物
讲解的很好",IP属地:四川,
M27****3773,,5分,超棒,景色5,趣味5,性价比5,,很愉快的一天，值得一游。红墙绿竹也是网红打卡地，拍出来的效果真是不错。跟着导游边走边讲解，了解一下当时的文化背景，印象深刻,IP属地:江苏,
匿名用户,,5分,超棒,景色5,趣味5,性价比5,,桃园三结义，诸葛隆中对。品三国蜀汉忠义！,IP属地:北京,
匿名用户,,5分,超棒,景色5,趣味5,性价比5,,不错，红墙边比较出照片，还有各种馆，值得一逛。,IP属地:浙江,
匿名用户,,4分,满意,景色4,趣味3,性价比1,,官王不能单独买门票,IP属地:上海,
蔡蔡rain,,5分,超棒,景色5,趣味5,性价比5,,h非常好啦啦啦啦,IP属地:新疆,
201****320,,5分,超棒,景色5,趣味5,性价比5,,大咖柳白衣老师专业且细致的讲解深得我心！武侯祠历史悠久，文化内涵厚重，值得参观。携程平台订票很方便，订票后会有专人联系行程。,IP属地:四川,
匿名用户,,1分,不佳,景色5,趣味5,性价比1,,进园因安检人较多晚了三分钟，结果预约的讲解员一直电话联系不上，完全没享受的讲解服务，商家还拒绝退款，携程客服多次沟通后每人扣了十元，感觉很坑。讲解员到点以后我们还没到的情况下也不联系我们，很不负责任,IP属地:四川,
M50****7236,,1分,不佳,景色1,趣味1,性价比1,,比景区贵！！！如果退票还要收损失费！！！服务态度差！！！锦里有条路，可以直达景区，不用买票！！！建议不要在这上面买票！！！比现场买还贵！,IP属地:四川,
匿名用户,,1分,不佳,景色5,趣味5,性价比1,,差评是给平台的，都到景区门口了，刷身份证时工作人员告知第三方平台还没出票。打电话携程沟通半天，耽误很长期间。请要去的都一定要在这个平台购买门票了。它们服务很好。,IP属地:四川,
牛皮糖糖,,2分,一般,景色2,趣味1,性价比1,,除了人挤人，要啥没啥。里面全是黑导游，乌央乌央的人头。,IP属地:四川,
_gf406****049833,,1分,不佳,景色3,趣味2,性价比1,,商业气息太重。要门票不值得,IP属地:四川,
匿名用户,,1分,不佳,景色1,趣味1,性价比1,,根本不值得，还把我打火机拿走了,IP属地:四川,
M58****0187,,1分,不佳,景色1,趣味1,性价比1,,携程成人55，官方40，携程儿童30，官方20.说好的礼物也没了,IP属地:四川,
奥列纳依娃,,1分,不佳,景色3,趣味1,性价比1,,这个约的讲解以及安排非常一般。预约的11点讲解，到时间了。一直没有提前给我联系或者发信息。找到了携程有了联系电话，又各种不接。最后好不容易找到了，11.35才开始,IP属地:广东,
擱淺的鯨魚,,1分,不佳,景色1,趣味1,性价比1,,建议不要去,IP属地:四川,
203****210,,1分,不佳,景色1,趣味1,性价比1,,景点直接买票20元，你卖27太黑了,IP属地:黑龙江,
203****210,,1分,不佳,景色1,趣味1,性价比1,,景点直接买40元，你卖53，骗人,IP属地:黑龙江,
M47****508,,1分,不佳,景色1,趣味1,性价比1,,携程上票价50，但11天后才预约上，必须买54元的，结果到了景区一看，票价40元！,IP属地:四川,
匿名用户,,1分,不佳,景色5,趣味1,性价比1,,卖票现场40块钱，加了一个书签54，书签也没领，非常不值，,IP属地:四川,
胖胖的媳妇儿,,1分,不佳,景色1,趣味1,性价比1,,说什么有随手礼的。就买的带随手礼的票。那地方找都找不到，建议别买！！！,IP属地:四川,
cki****02,,1分,不佳,景色1,趣味1,性价比1,,武侯祠值得一来，但是写成门票太坑了，比官方公众号购票要贵10块，之前其他景点的票价跟官方都是一致，就武侯祠要贵，没注意掉坑里,IP属地:四川,
匿名用户,,1分,不佳,景色1,趣味1,性价比1,,现场买票比网上还便宜十多块钱一张，有点让人无语,IP属地:四川,
M35****994,,1分,不佳,景色1,趣味1,性价比1,,现场买门票才40，坑爹,IP属地:四川,
M52****8243,,1分,不佳,景色1,趣味1,性价比1,,礼品居然没有了,IP属地:贵州,
曼森JN,,1分,不佳,景色1,趣味1,性价比1,,没有任何体验而言。门票比公众号上贵，想着有伴手礼。那行，关键关键是三个类型的伴手礼是在三个不同的地方来换取的。换的时候，好不容易导航找到了换取的地方，没想到那么的low.店家找了个纸箱子把所谓珍贵的伴手礼*书签*放在花台子上自己去拿。好么，一看这伴手礼，连拍照的心情都没了。某宝上称斤卖的那种。太low了。。携程你是怎么了？,IP属地:山东,
曼森JN,,1分,不佳,景色1,趣味1,性价比1,,没有任何体验而言。门票比公众号上贵，想着有伴手礼。那行，关键关键是三个类型的伴手礼是在三个不同的地方来换取的。换的时候，好不容易导航找到了换取的地方，没想到那么的low.店家找了个纸箱子把所谓珍贵的伴手礼*书签*放在花台子上自己去拿。好么，一看这伴手礼，连拍照的心情都没了。某宝上称斤卖的那种。太low了。。携程你是怎么了？,IP属地:山东,
养北殇的祁先生(cloudy),,1分,不佳,景色1,趣味1,性价比1,,千万别别买这个东西，在官网上买，便宜，因为根本找不到这个送伴手礼的地方，而且这个伴手礼也很差，算了，先投诉了，总之就是千万别买这个,IP属地:四川,
_WeCh****43443,,1分,不佳,景色1,趣味1,性价比1,,携程太坑爹，门口买票只需要40元，伴手礼在哪也领不到,IP属地:四川,
U44658****660088,,1分,不佳,景色5,趣味5,性价比3,,报价虚假，实际票价40。平台报价50，明明实际可订当日，平台确说不可定。让附加购买其他。虚假宣传欺诈消费？当发现上当退改要收费。让你退改不能。刷证进园时确不能顺利进入。客服联系不便。经多次沟通方可进入。买的附加产品。垃圾的很。一点不好。这是我用携程以来最差的一次。直接让我对平台管理失望。希望改观。景区服务非常满意。平台管理亟待加强,IP属地:四川,
匿名用户,,1分,不佳,景色3,趣味3,性价比1,,购票系统有问题，建议整改，不加挂件40元，买了个挂件，加了挂件55元，实际上就是15元买了个挂件，差评，还不如直接上官网买。,IP属地:四川,
匿名用户,,1分,不佳,景色3,趣味3,性价比1,,购票系统有问题，建议整改，不加书签40元，买了个书签，加了书签55元，实际上就是15元买了个书签，差评，还不如直接上官网买。,IP属地:四川,
FC小羊1989,,1分,不佳,景色1,趣味1,性价比1,,最垃圾的预订，领取伴手礼的地点和时间不明确提示，到地方根本找不到。纯属骗人钱的，千万不要在携程上定这个票。,IP属地:四川,
M28****2405,,1分,不佳,景色1,趣味1,性价比1,,希望平台签约的商家靠谱些，大家出来玩主打一个开心，在门口验票半天验不合适，耽误时间不说，真的很扫兴,IP属地:四川,
匿名用户,,1分,不佳,景色1,趣味1,性价比1,,景区不承认有合作，伴手礼不知道在哪里拿。从出口出来后，没有办法去拿伴手礼。,IP属地:四川,
118****556,,1分,不佳,景色1,趣味1,性价比1,,领东西的东西根本找不到，纯坑,IP属地:四川,
M50****6175,,1分,不佳,景色3,趣味1,性价比1,,门票可用，伴手礼未见，未领到。与景点门票售价相比高出10元/位，方便但会有损失。,IP属地:四川,
M23****9573,,1分,不佳,景色5,趣味5,性价比1,,在高德订票价格是55元每人（含强制搭配一个5元的挂件），实际现场的售价是40元每人。希望平台实事求是，提高售票价格的真实性，并对多收的费用给以退还。,IP属地:四川,
M31****2932,,1分,不佳,景色4,趣味4,性价比3,,骗人的套餐，和景点没有关系，携程这个套餐纯属欺骗消费者，98元套餐，优惠价54元门票+亚克力挂件，合计原价48元的挂件肯定挺好的，花4元买也可以，结果门票现在是40，挂件就相当于14元，退票还要收取8元手续费，那就期待一下吧，结果是这么一个挂件，这玩意儿也就一元钱吧？有照片为证。原价48元是怎么敢写的？我从来不做点评，头一次遇见这情况，实在是受不了了，太恶心人了，垃圾，这么大的公司平台，做产品之前也不做实地考察吗？以后真没法再继续使用携程了，太让人失望了！,IP属地:四川,
Johnny number,,1分,不佳,景色1,趣味1,性价比1,,伴手礼也没有说去哪里取，也没有人说，你设立这个选项干什么，目的就是为了坑消费者的钱，这么吸引人，这么做长久，这不是纯粹扯淡吗？人家庙会票价40，你来个55还是促销，这对于物价局来说是不是虚高物价，欺诈消费者,IP属地:四川,
M26****4931,,1分,不佳,景色1,趣味1,性价比1,,差评，没遇到这么倒霉的事。携程链接上大标题写的伴手礼，居然不是景区的，下了两单，一个景区北门地他摊取货，一个景区南门取货。取货通知在链接最后的地方才写。有这么恶心人的吗？旅游本来就很辛苦，为了两个五元这么折腾。携程一个电话又一个电话说商家不同意协商退款，10块钱，我不要，我就要一个道歉。,IP属地:四川,
匿名用户,,1分,不佳,景色5,趣味5,性价比1,,建议官网订票，不要在平台订票，平台没有订上，还要操作退款，现场景区想办法买票,IP属地:四川,
M25****605,,1分,不佳,景色1,趣味1,性价比1,,太糊弄人了，1.5小时，实际上连1个小时不到，带着老人孩子，想着请个导游介绍让孩子了解一下，讲的连大人都没兴趣，别说孩子了，名典故一个没讲。白花钱,IP属地:四川,
138****7542,,1分,不佳,景色1,趣味1,性价比1,,买票时候，同一个产品下，套餐内的的亚克力挂件和诸葛亮挂件居然不在同一处领取，太搞笑了。南门进，说要锦里后门的草鞋刘那里去（一个小摊贩的流动摊位）拿。挂件劣质，1图案也不会买。即使这样，我们到达草鞋刘的地方，居然，人家说，诸葛亮的挂件要在南门马路对面的中国青年旅行社去拿。我就当送给携程了，谢谢你们的垃圾套餐！作为钻石会员，中肯的评价，就是耍人玩！携程的产品监管何在，你们知道武侯祠里面有多大吗？一进一出，一出一进，绕锦里，知道要走多久吗？让游客为了一个所谓的门票+挂件套餐98元～优惠后55元，单买门票50；这多出的5元买这个挂件，贵也就算了，但目测只值1元的东西……无语了。我没去拿，也不值得拿，就是要给你们差评 ，骗人的套餐，小心购买！,IP属地:四川,
M49****5430,,1分,不佳,景色1,趣味1,性价比1,,不如自己看，导游聊聊天，真的不怎么样,IP属地:广东,
匿名用户,,1分,不佳,景色1,趣味1,性价比1,,武侯祠很好，但是直接在官网或其他平台买门票就行，别买这个失了智的套餐。详见下图，就这破玩意也好意思要钱？白给我我都嫌弃放在口袋里占地方。你哪怕做个塑料冰箱贴呢？这糊弄小孩也糊弄不过去啊,IP属地:四川,
M28****3789,,1分,不佳,景色1,趣味1,性价比1,,三国伴手礼，结果给的是包拯的书签，包拯啥时候算三国时期,IP属地:四川,
M33****194,,1分,不佳,景色5,趣味5,性价比1,,不晓得携程在合作撒子  非要多5块钱领和什么挂扣 有什么意义？  老老实实做票务不行吗？   领个自己出钱买的东西像在要东西一样  就在旁边摆个破篓自己拿 你们携程还不如直接要钱算了   真恶心  对不起武侯祠这个圣神的地方,IP属地:四川,
139****6761,,1分,不佳,景色1,趣味1,性价比1,,"没有讲解看不懂的地方～景区里的讲解还没几个～想听需要等好久～
小团50一个人，大团20一个人讲解～还有最差劲的多花五元的伴手礼～需要找到北门再找到摊位～然后你会看到一个质量很差的小熊猫",IP属地:四川,
M10****060,,1分,不佳,景色5,趣味1,性价比1,,书签就是个垃圾。做工粗糙，粗制滥造一文不值。一片叶子包在塑胶里，没有一点质感一点审美,IP属地:四川,
M32****8147,,1分,不佳,景色1,趣味1,性价比1,,建议大家如果想找讲解，还是去别的平台吧，提前一周在携程买了三张武侯祠门票+三个讲解，去到现场，刷身份证进不去景区，景区工作人员告知是平台没有帮忙购买，还好是淡季，能现场购买，不然真心被平台玩死。解决了门票问题，就联系讲解导游，结果平台给导游只有一个人的讲解，说我们另外两个人没有讲解，就单纯讲解的信息查找，导游就搞了半个钟，才最后找到三个人的讲解信息，让我们进去。买的9：30开始的讲解，内容写着一个半钟的讲解，被平台坑门票坑讲解搞到十点才进去，导游讲到10：30就说结束了，真棒，全程半个钟的讲解，最后携程客服来了一局门票退给你了，耽误的讲解时间自负，lj携程，谁买谁知道,IP属地:四川,
匿名用户,,1分,不佳,景色4,趣味1,性价比1,,根据地址来到青年旅行社门口，张贴闭店装修。无法领取挂件，严重的虚假宣传,IP属地:四川,
M85****2299,,2分,一般,景色2,趣味2,性价比1,,千万别去，买全价票给你出半价票，欺骗消费者理直气壮,IP属地:四川,
匿名用户,,2分,一般,景色4,趣味2,性价比2,,临时散拼的团，谁刚好来了就加入，一团二三十人，讲的非常啰嗦，但毕竟就几十块钱,IP属地:福建,
M34****0308,,1分,不佳,景色1,趣味1,性价比1,,网上买当日票只能买55元门票+伴手礼套餐，到景区根本没有伴手礼，骗人的,IP属地:四川,
天街,,1分,不佳,景色1,趣味1,性价比1,,景区不大，不值这么多的门票，伴手礼地点根本就找不到，骗人的,IP属地:四川,
匿名用户,,1分,不佳,景色1,趣味1,性价比1,,没有看到，没有注意携程取消规则，时间不够，没有去看！费用不退，携程现在真是越来越糟糕~,IP属地:四川,
M29****1429,,1分,不佳,景色1,趣味1,性价比1,,真垃圾，伴手礼距离贼远,IP属地:四川,
真烦,,1分,不佳,景色2,趣味1,性价比1,,没有性价比的景区,IP属地:上海,
M22****693,,2分,一般,景色4,趣味1,性价比1,,川剧表演专业，但我就是要吐槽这联票的设计，根本没写清楚武侯祠门票要和表演同一天去。两个景点根本不再一起，你们是要游客靠猜呢？还是第二天到现场了被告知要重新购票？请携程加强门票信息提示的管理。,IP属地:上海,
匿名用户,,1分,不佳,景色5,趣味1,性价比1,,人数较多，效果不好,IP属地:广东,
鲁运,,2分,一般,景色2,趣味1,性价比2,,讲解不太满意，景区还可以，携程以后应该改进制度,IP属地:山西,
M27****0690,,1分,不佳,景色1,趣味1,性价比1,,导游非常好，看戏不开场，等很久不开场，没看到，也没喝到，商家白嫖我们100，去了态度也不好，不和我们说几点，基本上看不到了意思。,IP属地:四川,
猪的行程,,2分,一般,景色3,趣味2,性价比3,,领伴手礼找不到地方，建议现场购票,IP属地:四川,
匿名用户,,1分,不佳,景色3,趣味1,性价比1,,预订10点的讲解，过节期间人多，我们外地过来又找不到地方，9点过点钟给讲解打电话就无人接听，一直到10点开始都没有接通，也没有收到对方的联系电话，这服务真滴服了！！儿童原价25一张门票+园内正规讲解20，我买成80一人的票，到时间都不点名问一下？等到11点多钟，才来电话说一句，你不参加了吗！就这服务👎，估计商家就是想着是外地客，都是一次性顾客，所以服务就是这样滴吧！,IP属地:重庆,
_WeCh****000291,,1分,不佳,景色1,趣味1,性价比1,,太**了，大家都不要在携程上订武侯祠的门票，景区说不是官方订票，还说我的被退票了。武侯祠服务态度也很差,IP属地:云南,
M44****3258,,1分,不佳,景色1,趣味1,性价比1,,导游水平有待提高，价格不透明，只看了两个表演就要离场，现场收费28套餐收费200,IP属地:四川,
E45****56,,1分,不佳,景色1,趣味1,性价比1,,极差！导游很不错，后面的表演水到不能再水！居然现场卖字！花了至少十分钟，介绍里面的表演 开场已经快四十分钟了，还一个都没有演！我要投诉！,IP属地:四川,
拉普拉蒂沃韦德王翦,,1分,不佳,景色4,趣味3,性价比1,,伴手礼没有领取，没有找到,IP属地:四川,
M50****3959,,1分,不佳,景色1,趣味1,性价比1,,挂件没给，咨询没人理,IP属地:四川,
里士满迪恩,,2分,一般,景色2,趣味2,性价比2,,暑期人太多了，看的都是人,IP属地:山西,
匿名用户,,1分,不佳,景色1,趣味1,性价比1,,太差劲了！导游讲的超级烂，磨蹭时间还讲解错误！,IP属地:四川,
M83****3575,,1分,不佳,景色1,趣味1,性价比1,,服务差，管理相当混乱，武侯祠门口，导游迟到半个多小时，发我的门票码不能用。这么多次旅游没发生过这情况，纯粹浪费我时间,IP属地:四川,
匿名用户,,1分,不佳,景色4,趣味1,性价比1,,"导游口音严重，普通话讲的不好。
知识储备一般，没有趣味性，大家谨慎选择携程讲解。
90分钟只给讲了80分钟就草草收场。
不建议大家购买！！！",IP属地:四川,
ALEX先生_,,1分,不佳,景色1,趣味1,性价比1,,大人进来了，小孩挡外边了，提前几天预定没出票。,IP属地:四川,
M26****742,,1分,不佳,景色1,趣味1,性价比1,,没去领，感觉是忽悠人,IP属地:黑龙江,
匿名用户,,1分,不佳,景色1,趣味1,性价比1,,除了门票贵，没有其他特色,IP属地:湖南,
匿名用户,,1分,不佳,景色3,趣味2,性价比1,,携程订票太差劲了，去了刷身份证说无效，打电话联系携程客服五六次都人工客服繁忙，最后还是发消息联系上的订票客服，又等了十分钟回消息让再试试才进去，大热天等了半个多小时，检票人员说应该是携程收款后并没有给下单买票,IP属地:四川,
la****ro,,2分,一般,景色4,趣味3,性价比2,,上午去的武侯祠，游览结束快12点了（肯定超过11点半了），伴手礼摊位还没开业，人都没有，又去锦里吃了冷饮闲逛半小时还是没见摊主。三个人白白多花了15元。必须吐槽一下！再问问，可以退15元吗？,IP属地:重庆,
匿名用户,,1分,不佳,景色1,趣味1,性价比1,,还买不了学生票,IP属地:四川,
_M13****7281,,1分,不佳,景色1,趣味1,性价比1,,套票骗人的，不要买，就现场买或者就买普通的,IP属地:江苏,
M28****1831,,1分,不佳,景色5,趣味5,性价比1,,一开始以为伴手礼可以直接在景区里面领的，结果要到北门外面去拿，根本找不到拿的店铺在哪里，白白多花钱,IP属地:四川,
hyh66555,,2分,一般,景色5,趣味1,性价比1,,挂件太敷衍，没必要买挂件，而且不同的挂件领取地方还不一样，有的在南门，有的在西北门，自取，一篮子幼稚的。直接门口买票更实惠。,IP属地:福建,
E42****39,,1分,不佳,景色2,趣味1,性价比1,,导游讲的太快了，走马观花一样,IP属地:河北,
匿名用户,,2分,一般,景色3,趣味2,性价比2,,那天人比较多，请不到园内导游，临时下了这单，不知是随机性还是别的缘故，这次安排的导游讲解很卖力，但吐词不太清晰，讲解趣味性不强，大部分讲解时间花在一个个将军的事迹上，感觉全程又长又没有重点，最后草草结尾，全家一致认为是导游中体验最不好的一次。,IP属地:上海,
jscctvLh,,2分,一般,景色5,趣味3,性价比2,,订购的票明明有伴手礼：熊猫挂件的，直接没给！！！环境还不错！！！丞相咖啡不错，雨中的武侯祠是另外一种感觉！！！,IP属地:云南,
186****0827,,1分,不佳,景色3,趣味2,性价比1,,单买门票买不到，捆绑伴手礼销售，关键很难找哪里领，找半天放弃了…,IP属地:四川,
M25****068,,2分,一般,景色3,趣味1,性价比1,,解说水平不高,IP属地:四川,
M51****7617,,1分,不佳,景色1,趣味1,性价比1,,特别是伴手礼，太丢脸了。,IP属地:四川,
匿名用户,,1分,不佳,景色1,趣味1,性价比1,,很一般，显示讲解1.5小时，实际半讲解半个小时，差评！,IP属地:贵州,
迷茫的青蛙573,,1分,不佳,景色1,趣味1,性价比1,,成都避坑第一名 毫无去的意义！,IP属地:四川,
M50****446,,1分,不佳,景色4,趣味1,性价比1,,从拿到耳机听，到收走耳机一共不到四十分钟，后来又解释说只有一个小时的讲解。莫名其妙,IP属地:四川,
_M13****7281,,1分,不佳,景色1,趣味1,性价比1,,伴手礼简直就是**，好歹应该值个五元的东西啊，这简直就是骗人，买了两份还要在不同地方拿,IP属地:四川,
R Z S,,2分,一般,景色2,趣味2,性价比2,,非常不推荐,IP属地:河北,
M25****5880,,2分,一般,景色5,趣味2,性价比2,,导游普通话不标准，听起来费劲，讲解一个小时就结束了，远没有介绍里的一个半小时,IP属地:四川,
206****585,,1分,不佳,景色1,趣味1,性价比1,,携程搞伴手礼真是坑人,IP属地:四川,
M25****7027,,2分,一般,景色5,趣味3,性价比3,,附加的挂件没有找到地方领，俺没有明确的定位，根本找不到，存在捆绑销售欺骗消费者行为！还想投诉呢,IP属地:四川,
M17****797,,1分,不佳,景色1,趣味1,性价比1,,没有给挂件,IP属地:四川,
135****5995,,1分,不佳,景色1,趣味1,性价比1,,"周一下午5点才去 想着避开人流高峰 进门完全傻眼 全都是人 那那都是人 毫无风景可言 更谈不上欣赏历史   
成都很多景点都存在很大管理问题，景区根本承载不了这么大的客流量，限票措施形同虚设，人满为患，毫无秩序，游客观览感受极差。",IP属地:四川,
M25****0048,,1分,不佳,景色4,趣味2,性价比1,,讲解还没到最后一站就很早结束了，连重头戏刘备墓都没有带看到！还要随行大人加30，网上才是17。乱收费！乱加价！讲解偷工减料！太糊弄人了！,IP属地:四川,
大盗阿飞,,1分,不佳,景色5,趣味5,性价比1,,买的带伴手礼的票，带小孩去参观，着急直接进景区，忘了取伴手礼。等快离开成都的时候想起来了，这个旅行社不给退钱，虽然只有5块钱。充分说明了这个旅行社的不负责任和推脱。这种就是一锤子买卖！,IP属地:四川,
匿名用户,,1分,不佳,景色1,趣味1,性价比1,,被坑了！5块钱就拿了这这！携程败好感，这种很差的合作他干啥！,IP属地:四川,
M77****5707,,1分,不佳,景色1,趣味1,性价比1,,没有伴手礼骗人,IP属地:云南,
M28****7509,,1分,不佳,景色3,趣味1,性价比3,,没意思不好的体验,IP属地:四川,
蛟龙出海168,,2分,一般,景色4,趣味3,性价比2,,讲解一般不值这个钱,IP属地:四川,
M53****1018,,1分,不佳,景色1,趣味1,性价比1,,携程买票不靠谱，票根本取不出来，还不给解决,IP属地:辽宁,
M22****465,,1分,不佳,景色1,趣味1,性价比1,,没有任何人员限制，全是人，走都走不动，进去什么都看不到除了人，天气又热，体验感太差，进去不到半小时，扔下讲解员逃了。,IP属地:湖南,
M49****4521,,1分,不佳,景色5,趣味1,性价比1,,人工讲解导游管理非常差，买的1.5小时讲解，只有1小时。,IP属地:广西,
M50****6023,,2分,一般,景色5,趣味4,性价比1,,太坑了，儿童25的票，我买的是30元的套餐，有5元是买伴手礼，看到伴手礼很无语，5元就给了个几毛的钥匙扣，太坑了，不值得,IP属地:四川,
无忌小女,,1分,不佳,景色1,趣味1,性价比1,,导购给了一个打不通的电话，就一直没联系上过。馆内人太多，体验差,IP属地:浙江,
匿名用户,,1分,不佳,景色1,趣味1,性价比1,,携程网站订购了11人的8月7日武侯祠散拼中文人工讲解服务，16.00场 1.5小时，单价22.5元/人，合计247.5元。由于当天行程有变未能享受该讲解服务，当天行程时间点试图联系商家，一直联系不上😡；最后过了行程的时间，平台上订单显示已完成，只能于8月7日晚上在携程联系人工服务沟通此状况，要求退还费用💰。商家坚持仅能退一半，这个结果我就问谁能接受嘛？还有服务没享受硬要你买单的说法？😤，于是携程平台人工客服以“安排专员负责沟通”为由，承诺8月8日给答复...于是8月8日再询问人工客服，又以“专员会在8月9日中午一点钟给我联系解决”为说辞...然后8月9日今天再次追问，在线客服又说最迟8月10日处理...（干什么呢？😲丢皮球呢？）然后过了5分钟，收到一笔56元的退款。。真是把消费者当🐒耍吗？携程这么大的一个平台，第一次有这么差的体验感🤮。这事可没结束...一定要到全国文化和旅游市场网投诉讨回公道🤮,IP属地:广东,
M49****9358,,2分,一般,景色2,趣味2,性价比2,,买票的时候说每了一个挂件，到最后啥也没给，全是人，一点也不好玩。,IP属地:四川,
_WeCh****32883,,1分,不佳,景色5,趣味3,性价比1,,旅行社和携程太坑了，大家千万慎重下单，现在都是霸王条款，下单以后无任何理由都不给退款，说明里明明标注的是团体服务，还要额外收取费用，我会为你们大大做广告。,IP属地:四川,
M41****6188,,1分,不佳,景色1,趣味1,性价比1,,买了套票，礼品领不了，太难找,IP属地:广东,
M42****054,,2分,一般,景色3,趣味1,性价比1,,人太多加上下雨天，进去后什么都看不到,IP属地:广东,
匿名用户,,1分,不佳,景色1,趣味1,性价比1,,携程真差劲，简直就是欺骗性消费，标注伴手礼联票，但其实和官方一点关系都没有，就是外面小摊位上的**钥匙扣，最主要的是还不能方便领取，是在景区外面，景区逛一半就到了，但你出去就回不来了，所以只能放弃了，太坑了！打客服热线也无法解决，携程这次购票体验太差劲了👎,IP属地:四川,
_WeCh****60453,,1分,不佳,景色1,趣味1,性价比2,,人山人海，体验超级差，景点完全不限流，站的地方都没有,IP属地:广东,
wgdw123,,2分,一般,景色4,趣味4,性价比2,,男导游普通话都不标准且语速过快、过程中提醒语速慢点可到最后还是很快，非常不专业。满打满算也就一个小时，失败的一次经历。,IP属地:四川,
138****2668,,2分,一般,景色5,趣味4,性价比1,,绑定门票的小礼物太差了,IP属地:四川,
M22****858,,1分,不佳,景色1,趣味1,性价比1,,携程上买的景区门票，结果是进不了景区大门，在景区门口长时间逗留，好不容易进去了，带讲解的门票不知道找谁讲解，好好的一次旅游不欢而散，携程真的是太**，卸载APP吧,IP属地:江苏,
201****285,,1分,不佳,景色3,趣味1,性价比5,,人多人太多,IP属地:四川,
M25****7217,,1分,不佳,景色1,趣味1,性价比1,,携程上的伴手礼领取点非常不好找，问了好几个景点工作人员都没找到，最后直接回家没去找了。先说买票，虽说是门票+伴手礼，但是我感觉是强买强卖。接着到景区发现有单门票立马就退了订单，（现场买随时有票成人50，儿童25元），结果被告知需要时间第二天才能退，而且还不能在现场购买门票。所以携程平台买票退票很慢很慢，mei团都是秒退，原路退回。体验感真的很差,IP属地:四川,
匿名用户,,2分,一般,景色4,趣味3,性价比2,,"门票+伴手礼，感觉就是忽悠人的，人少多，门票太贵，不建议去。
这个伴手礼应该携程自加的，不美！",IP属地:河南,
M41****1511,,1分,不佳,景色1,趣味1,性价比1,,送的手办在哪里,IP属地:四川,
205****831,,2分,一般,景色3,趣味1,性价比2,,导游讲的内容和武侯祠几乎没有关联，没有细节讲解，没有详细讲解，就是讲野史,IP属地:四川,
韩菲杨,,1分,不佳,景色1,趣味1,性价比1,,预订的门票+伴手礼，备注上提示在锦里草鞋刘2号，出门之后压根找不到，地图上根本没有这个地址，问了景区工作人员，人家都不知道。666，跟门票绑定在一起，薅游客羊毛，第一次见,IP属地:四川,
欧洋自动化,,2分,一般,景色4,趣味1,性价比1,,乱七八糟！门口导游太多了。里面就几个刘备关羽张飞诸葛亮和他儿孙的雕像和一些文字介绍。收费 55 元，感觉不值。丽江木府博物馆进大门有园区内的导游，统一带游客边看边讲解。出来还给个照片留念。武侯祠这里门票，说是有礼品。但到了景区根本找不到去哪里拿,IP属地:四川,
匿名用户,,1分,不佳,景色5,趣味1,性价比1,,导游大舌头，普通话都说不清楚，因为游客多，导游多次看表后提前结束讲解，好多地方我们团的人都没去，太不负责了，而且讲解内容生硬，我8岁的孩子都知道的内容，毫无导游的专业性，是兼职的吗？这么多次在携程上旅游，这一次及其的差，携程是要倒闭了吗？,IP属地:四川,
631****365,,2分,一般,景色3,趣味2,性价比2,,无服务，进去就是跟着人流走，又闷又热，洗手间少。人多体验感差，应该限流…,IP属地:四川,
乙乙_,,1分,不佳,景色5,趣味4,性价比1,,那个赠礼完全是骗人的,IP属地:四川,
匿名用户,,1分,不佳,景色4,趣味4,性价比1,,伴手礼三国挂件都没有给几个劣质熊猫，本来要退了重新买票，结果申请退费好长时间不能自己买票,IP属地:四川,
鑫凯勇士,,1分,不佳,景色5,趣味1,性价比1,,好地方，但是运营管理太差了,IP属地:四川,
M55****093,,1分,不佳,景色1,趣味1,性价比1,,人多，景点一般般，景区内没有服务人员,IP属地:四川,
320****929,,1分,不佳,景色1,趣味1,性价比1,,大家千万别买这个有伴手礼的门票！骗人的！！！多花5元,IP属地:四川,
M24****420,,1分,不佳,景色1,趣味1,性价比1,,太差劲了，配套的书签没拿到，亏了5块钱一张票。大坑啊,IP属地:四川,
M48****7099,,1分,不佳,景色1,趣味1,性价比1,,说好的送熊猫小公仔没有送,IP属地:湖北,
M42****9568,,2分,一般,景色3,趣味3,性价比1,,客服跟进较差，入园受阻足足半小时，且没有任何客服主动致电解决问题，差评,IP属地:广东,
M23****1516,,1分,不佳,景色1,趣味1,性价比1,,取纸质票特别慢  还没领到挂件,IP属地:四川,
_WeCh****614244,,1分,不佳,景色1,趣味1,性价比1,,这个地方不花门票都没有意思！！！,IP属地:四川,
M27****9781,,1分,不佳,景色1,趣味1,性价比1,,景色一般就是没有地方可以***，差评,IP属地:柬埔寨,
匿名用户,,1分,不佳,景色5,趣味1,性价比1,,差差差，携程网最差,IP属地:四川,
