user_detail_name,text,text 2,text 3,text 4,text 5,content_wrap,iplocation,user_detail_tags_text,resource_date_text,from
你得不到的柭柭,5分,超棒,景色5,趣味5,性价比5,从重庆出发去到成都，住的是斯维登酒店公寓，房间真的很大，设施也很齐全，提前预定，挨着秀湖，晚上骑着单车去逛了一圈，灯光还不错，第二天一早就去了报国寺做大巴车前往雷洞坪，车票90，经历大概两小时左右，在爬行一段山路就可以做索道上金顶了，山上真的是云里雾里的，可惜还是到晚了，没看到日出，下次我就直接住金顶山庄，是个还不错的地方、,,,,
_CFT0****1112,5分,超棒,景色5,趣味5,性价比5,坐车来到雷洞坪在下雪雾很也大，但是雪景还是很漂亮的，第二天一大早就坐缆车来到金顶看日出，太漂亮了！！！这次总体旅游的感觉不错，当地的人都很热情，司机师傅、环卫工人、景区保安都很有礼貌很热情。唯一不足的就是缆车哪里的那个售票员态度不好。,,,,
锦瑟摄游,5分,超棒,景色5,趣味4,性价比5,"忽然想起2000年的那个冬天成都之行，那天峨眉山雪后初霁，山下翠树幽幽，山上白雪皑皑，空气清透，可以看见遥远的贡嘎雪山。
    2015年冬天，雨中上金顶，带着儿子乘景区大巴、缆车上去，感觉趣味索然 ！
    常常，过程比结局更令人开心……",,,,
爪哇康熙,5分,超棒,景色5,趣味5,性价比5,"峨眉山（Mount Emei）位于北纬30&#176;附近，四川省西南部，四川盆地的西南边缘[1]，是中国“四大佛教名山”之一，地势陡峭，风景秀丽，素有“峨眉天下秀”之称，山上的万佛顶最高，海拔3099米，高出峨眉平原2700多米。《峨眉郡志》云：“云鬘凝翠，鬒黛遥妆，真如螓首蛾眉，细而长，美而艳也，故名峨眉山。”
峨眉山处于多种自然要素的交汇地区，区系成分复杂，生物种类丰富，特有物种繁多，保存有完整的亚热带植被体系，有植物3200多种，约占中国植物物种总数的1/10。峨眉山还是多种稀有动物的栖居地，动物种类达2300多种。山路沿途有较多猴群，常结队向游人讨食，为该山一大特色。",,,,
豌豆新,5分,超棒,景色5,,,首先非常庆幸来峨眉山的那两天天气很好。因为来峨眉山之前还有去都江堰和青城山，体力就没有那么好，所以我们选择第一天中午从山下坐车到雷洞坪，到酒店入住休息一会以后再步行加缆车上金顶。真的是不虚此行，在金顶我们没有拍照因为想把最美的风景记在心里。金顶真的很美，一切美好的词汇都想送给你。第二天我们坐车到万年寺然后去了清音阁，本来还想去一线天还有生态猴区，因为体力实在是走不动了，再加上在万年寺已经近距离的见到了小猴子，最终从清音阁就直接去五显岗停车场了。在去五显岗的路上见到了很多古树，路上的景色也很美。景区内饭店的价格都很规范，给我们留下了好印象。有机会还想再来一次。大爱峨眉！,,,,
五花马千金裘青花郎,5分,超棒,景色5,趣味5,性价比5,峨眉天下秀，峨眉山非常值得一去，作为有名的佛教四大名山之一，普贤菩萨的道场，峨眉山有许多美丽的传说，日出、云海、佛光等等，让人流连忘返，峨眉山美景四季在！,IP属地:北京,,,
定西依耶塔,5分,超棒,景色5,趣味5,性价比5,非常值得去的地方，山下与山上风景截然不同，山下阴雨绵绵，当缆车穿越了云层，则是朗朗晴空，俯瞰云海，太美了！有机会一定还要去！,,,,
长得白那里都易居住,5分,超棒,景色5,趣味5,性价比5,个人觉得非常值得去，去峨眉山金顶看云海日出🌅游客中心有摆渡车沿着曲折的山路一个半小时到达雷洞坪，然后徒步到金顶缆车🚠站，路上看猴子🐒。我去的时候满山树挂晶莹剔透，一片雪白就像童话世界，南国也有树挂晶莹剔透非常震撼。❤️,IP属地:四川,,,
行至水穷路自横；坐看云起天亦高,5分,超棒,景色5,趣味5,性价比5,"我们选择的是坐观光车，换乘索道游览！整个游览用时6个半小时！早上7：30分由黄湾游客中心坐车，用时3个小时到达山顶！11：30分，开始返程，大约下午14：00返回黄湾游客中心。我们去的比较早，又赶上不是旺季，基本不排队，台阶也很平缓，也不费什么体力！
我们一路从山下向上游览的时候，雾蒙蒙的还下着小雨，当乘缆车到达山顶，缆车冲破浓雾的一瞬间，映入眼帘的是茫茫云海，用人间仙境来形容真的一点儿不为过，简直太美了！据说：峨眉山上一年365天，有322天都是雾蒙蒙的，我们很幸运，赶上这么好的天气！艳阳高照，虔诚的请了三柱香，期盼今后的每一天都顺顺利利，平平安安！
我们上山前问酒店的老板，能不能遇到灵猴？老板说：索道这边遇到灵猴儿的概率小，如果运气好的话，能碰上！我们在往山下走的时候，又幸运的遇到灵猴儿，喂了点儿火腿肠，雪梨，苹果，好可爱，没有网传的那么顽劣！
此次峨眉山之行，真的太满意了！",IP属地:北京,,,
好景致,5分,超棒,景色5,趣味5,性价比5,峨眉山是普贤菩萨的道场，是我国四大佛山之一，普贤菩萨在这里传经布道教化人民，峨眉山一年四季、不同的天气都有不同的景色与景观，现在有索道上到山顶相对容易一些，在从前登上山顶需要几天时间，山上能修建那么壮观的寺院和佛像，还是很了不起的。,IP属地:山西,,,
苦海无边，望不到岸,5分,超棒,景色5,趣味5,性价比5,"花开好时节，去峨眉山春游吧！

这是一场“时光锦标赛”
就在这短短一个月的时间内
峨眉山已是一派春色
珙桐、杜鹃争奇斗艳
李花、梨花、桃花、油菜花
如诗如画

一年一度最绚烂、最芬芳的时节
趁阳光正好，微风不燥
走！踏春去~",,,,
_WeCh****79291,5分,超棒,景色5,趣味5,性价比5,"缆车5分钟，步行2个小时！我们选择的步行上去坐缆车下来，峨眉山峨眉山，不怕山就没意思了，风景都在这条路了！阳光透过雪松林，微风吹过树梢的积雪，还有上蹿下跳的小松鼠都是这条路上了！一路上都是惊喜！
✨下山坐缆车🚡最好靠窗，风景虽然短暂，但是也很震撼！雷洞坪返回当天收班车是6点别错过了哦！",,,,
木木525,5分,超棒,景色4,趣味4,性价比4,峨眉山不错，就是去的时候阴雨天，景色不是太好。不喜欢那的猴子，真的太吓人了，建议拿个折叠伞，不用买竹竿，拿着伞伸长了，就能震慑猴子，防止被打劫。建议带老人和孩子的进别走了，这的是走到怀疑人生，一天各种功率走进路，能坐缆车的我都做了，下来还三万步。,,,,
LG1018,5分,超棒,景色5,趣味5,性价比3,第二次来峨眉山了。上次是开车到雷洞坪，坐缆车去金顶，看到了壮观的云海，但意犹未尽。这次全徒步，连续两天，上山十二小时，下山十三小时，领略了猴区的野趣及拾级而上的艰辛。遗憾的是，还是没见到日出，万佛顶当日也没开放。但把峨眉山基本逛了个遍，也算是了却一桩心事。游玩全山，建议三天，否则对不起那一百多的门票。,,,,
熊大最帅,5分,超棒,景色5,趣味5,性价比5,听说峨眉山海拔挺高的，估计一天是不够上下山的，于是提前在山上订了一晚酒店，准备分做两天游览。去的那天早早就到山脚下停好车，然后做区间车到了雷洞坪，在雷洞坪吃了一顿午饭再继续徒步向上走。山确实挺高，爬了好久才到清音阁，但一路上风景不错，还遇上了几只找游客讨食的猴子，那些猴子还真壮实，都是好大个一只，它们之间抢食的样子挺凶悍，弄得我都不敢离它们太近拍照！爬了很久才到乘缆车处，实在不想爬了，我们最后一程就只能靠坐缆车上金顶。峨眉金顶是普贤菩萨的道场，上面的建筑顶部以及菩萨的塑像都是涂成金色，在太阳照耀下到处都是金灿灿的，光彩夺目又威严十足，感觉很震撼！,,,,
爪哇康熙,5分,超棒,景色5,趣味5,性价比5,峨眉山（Mount Emei）位于北纬30°附近，四川省西南部，四川盆地的西南边缘[1]，是中国“四大佛教名山”之一，地势陡峭，风景秀丽，素有“峨眉天下秀”之称，山上的万佛顶最高，海拔3099米，高出峨眉平原2700多米。《峨眉郡志》云：“云鬘凝翠，鬒黛遥妆，真如螓首蛾眉，细而长，美而艳也，故名峨眉山。,,,,
山河湖海_我想去看看,5分,超棒,景色5,趣味4,性价比5,"2019年国庆徒步峨眉山，用时一天半，带了三个短袖两条裤子，一个外套和一些裤袜。干粮原本想带牛肉干什么的，但是太贵了，网购了几十块钱士力架。我们是坐的凌晨高铁，早上八点多到山脚。沿着步行道一路往上爬。我们选择不去生态猴区，因为可能见不到猴子，而路程要多很多公里，我们缺乏运动体力不好。于是选择走万年寺华严顶洗象池雷洞坪路线，等到下午大概六点钟休息，在息心亭华严顶之间的一个地方住下，是一个寺庙，一个人只要50，可以提供斋饭可以洗澡。因为我们想要赶上金顶看日出，所以凌晨一两点出发。晚上路很滑很黑，看不清路牌，在九岭岗处走错路耽误了不少时间。一路坚持步行在中午十一点钟到达金顶。途中很是折磨，两腿抽筋，好在坚持下来了。因为越爬越热，短袖竹竿背包，带的外套停下来的时候才有用。考虑过自带水杯，但体力不好还是决定路边买水，矿泉水瓶别扔，可以在店家里面免费接水（我不介意自来水），山上矿泉水10元，底下5元，越高越贵。途中吃了两顿饭（15，20），其他时候吃士力架，很顶，但太甜了，容易腻。奥，对了，雨衣还是带上好。
虽然是国庆，但别人的喧闹与我们无关，在步行道上，爬得越高，人越少。空气非常好，湿度很大，风景也很好。到雷洞坪时，终于感受到国庆的威力，人山人海，人头攒动。大都穿着厚衣服，而我们一行着短袖，感受到别人惊讶的眼光，还是有点小膨胀的。虽然没有去生态猴区，但路上也见到过两次猴子，看着一群猴子在树上疯狂摇摆，还是有些怕的。在金顶上待到两点，天空始终不肯放晴，只好下山了。步行下山到雷洞坪就坐大巴车下山了。因为再徒步下山可能又要住一晚上，在山上的开销可不小，太累了也没精力玩了，只好坐大巴车下山去也。
因为我是大学生来玩，门票半价，自己的钱也不多，所以很省，算是穷游吧。
在浓雾中漫步，像身处仙境，下一秒好像要进入什么魔幻世界一样。
一路上也拿手机拍了很多照片，我拍照技术很差劲，但是峨眉山景色很好，乍一看，拍的照片还可以。总得来说体验很棒，但是景区步行道的路牌不太行，隔好远才有，所以我总怀疑自己是不是走错了。事实上，也真走错过。给寺庙好评！50一晚，良心！",,,,
大雨妹子,5分,超棒,景色5,趣味5,性价比5,峨眉的这一天正好赶上了下雪 没什么人 雪后的峨眉简直太太太美啦 整座山银装素裹 放眼望去如同在仙境一样 山上的香火很盛 如果想祈福的话可以咨询一下儿 时间紧迫 我们是早上6点就出发了 晚上9点才回到成都 一天的时间满满当当 个人建议 如果想要玩儿的轻松还不累 可以考虑两日游 更好的感受峨眉山的美景,,,,
nimaoqiao,5分,超棒,景色5,趣味5,性价比5,"[特色体验]峨眉山的野生猴子真是挺野蛮，大摇大摆的抢顾客的吃的，还挑食。一个个胖乎乎的，都怕他们吃太多得三高。上山见到一群下山的时候都不知道跑哪里去了，可能吃饱睡觉了。

[推荐理由]
峨眉山的服务很贴心，不愧是文化与自然双遗产。很多点都有热水，纸杯给顾客提供，很多志愿者。卫生间点很多。有很多休息的区域。

全山上下物价很统一，不是很贵。可以买些热饮来取暖，那个热乎的猪肉排骨挺好吃的，买了两根。很推荐。

[交通]非常方便
景区大巴车上山一小时40min +步行+索道+步行，在原路返回。步数不到一万步。一天都没有黄龙九寨累，就是上山的时候有点辛苦。

很遗憾今天一直阴雨还有雾，到了金顶，仍然没有见到晴天。不过大雾之中的金顶还是很有仙气的。雾散的时候可以清楚的看到带酒窝的普贤金像的一面，是挺好看的。是不是还挺有佛缘呀。

金顶之上看到一工作人员自栓保险绳在栏杆之外悬崖一侧不知道在清扫些啥，离近一看是很多散在清扫地上的瓜子皮花生皮，据说是游客为了吸引小松鼠而扔的，看着挺难过的。游客是开心了，而景区员工却是用生命来守护着环境。守着这座山。所以我们一定要文明旅游 [呲牙]

据说这座山的云海特别出名，下山的时候全团都非常有幸看到远处露出的一片蓝天，云海，很幸运。

下一次有机会来的话，一定要看看这里的日出。",,,,
好吃的猫咪,4分,满意,景色5,趣味4,性价比4,"峨眉山风景区～从山脚下做一段缆车到观景平台，下来之后还需要走很长一段路才能走到金顶，沿途风景很美，早上有雾看上去仙仙的。路上有很多猴哥会抢吃的，带东西的游客最好把吃的放双肩包里面，路过的人只要手上有吃的都逃不过猴哥的魔掌。主要还是要注意安全。猴哥抓到你可就不好啦……
我18年2️底去的，山上有很多雪路超级滑，很多人都摔跤啦，如果是冬天去的朋友最好在山脚下买防摔跤的袜子

金顶，十方普贤——外观雄伟壮观。到了峨眉一定要去拜拜
峨眉山风景区还是值得大家去看看嗒",,,,
爱旅游的尚敏,5分,超棒,景色5,趣味5,性价比5,青春能有几次，总要来趟峨眉山吧！爬三千多个台阶 三千多的海拔，站在峨眉山的金顶，云雾从山下冉冉生起。,IP属地:浙江,,,
138****5028,5分,超棒,景色5,趣味5,性价比5,金顶风景绝对壮观，云海很漂亮，这次金顶大酒店满房了，下次会淡季过去，争取定到，看金顶日出日落。ps接引殿旁边那个素斋餐厅不要去，服务态度差，卫生条件也不好，不如自己自带干粮上去。,,,,
土豆土豆鸭,4分,满意,景色5,趣味5,性价比4,"[Highway]路线：🚗开车→零公里停车场→🚌观光车→雷洞坪→⛰️爬山上金顶→🚡下山→🚌观光车→零公里🚗开回家
⚠️自驾的话零公里停车场↔️雷洞坪必须乘坐观光车，所以自驾的朋友记得一起购买观光车票，同时零公里也是自驾能到的最后一站

⚠️需要注意：确认好缆车时间和观光车时间，不然只能在金顶或雷洞坪住一晚啦
🆘PS：（我们当时看到是缆车18.00截止，观光车17.30截止，🆘但实际上缆车17.30不到就关门了，听到缆车那里在喊：“要上缆车的快来～”，果断放弃金顶，赶上了最后一趟缆车🚡）

⚠️楼梯上可能会有冰，✅上山路会比较好走，下山更滑，建议自己提前购买好冰爪，✅没买的话可以在观光车候车厅租免费的登山杖，✅观光车候车厅安检处也有别人不要的竹竿可以捡。

🍲吃的：峨眉山的排骨可以买，好好吃，就比外面稍微贵一点，讲价可以20-25左右拿下！
🐵看猴：在雷洞坪车站往灵觉寺走看到了猴子🐵，爬山往金顶就没见到猴子了。要注意，猴子会抢东西！！！壮汉也敢抢😔，不过旁边就有猴管，必要时候请大声呼叫猴管。
🎫门票和其它票都管两天，就在这两天尽情玩耍吧～
冬天快来一起峨眉看看雪❄️吧～
#冬日峨眉山 #冬日峨眉山 #峨眉山自由行",IP属地:四川,,,
yjf262418,5分,超棒,景色5,趣味5,性价比5,峨眉山，秀甲天下。峰峦叠翠，云雾缭绕，似仙境降临人间。金顶之上，佛光闪耀，神圣而庄严。山间清泉潺潺，鸟鸣婉转，充满生机。无论是日出的壮丽，还是云海的奇幻，都让人流连忘返。峨眉山之美，如诗如画，值得你去领略。,IP属地:四川,,,
205****169,5分,超棒,景色5,趣味5,性价比5,"在峨眉山顶我看到了峨眉山四大奇观之一的云海。云海很壮观。云海如仙雾一般，眼花缭乱地在我眼前绕着。我们上下山都是坐缆车，三五分钟就从接引殿能到金顶，而徒步需要六小时才能登顶。除了缆车和徒步，还有一种交通方式就是滑竿，两个人用竹竿把游客抬到山顶。但是这种方式很贵，每人要300-500元。因为太贵了，所以我没坐。
乘坐缆车很刺激，乘客悬在半空中被抬升了很高的距离，而抬升的速度又很快。下山的时候是降落，降落的时候时有颠簸，让我很害怕。害怕缆车坏了掉下去。过了两三分钟，终于到了山脚下。乘坐缆车有一种坐过山车的感觉，到地面之后，原来一直悬着的心终于放下来了。",IP属地:北京,,,
M31****7827,5分,超棒,景色5,趣味5,性价比5,山顶的雪开始慢慢化了，不过还是看到了好看的雪景，我们是上午10点半到的金顶，那会太阳刚好出来，当我们下午一点半往下准备返回的时候，雾很浓，根本看不清金顶，还好我们上去的时候时间刚好。下山的时候还以为见不到猴子了，结果看到一大堆人围着就还看到了猴子在吃东西，运气还算好的了。山顶有一个茶间，有卖泡面水之类的，还有免费的热水可以接，有桌椅可以休憩一下，就是到中午饭点的时间人有点多可能会没有位子。总的来说还是不错的，风景很美，值得一去。,IP属地:四川,,,
298****597,5分,超棒,景色5,趣味5,性价比5,"峨眉山为我国四大佛教名山之一,是普贤菩萨的道场，集自然风光与佛教文化于一处。自然景观主要有金顶、洗象池、九老洞、洪椿坪等，其中金顶为峨眉山最高峰，海拔3077米，在此可观日出、云海、佛光、晚霞四大奇观，晴日更可远眺三江汇流和雪峰雄姿。",IP属地:广东,,,
好男人,5分,超棒,景色5,趣味5,性价比5,早上七点去汽车总站坐的巴士，没有排队直接上车就走了，颠簸一个半小时到达雷洞坪，气温一下低了很多，买了件棉服100元，有点发烧，不然应该能抗过去，没有看到猴子，可能游客比较多吧猴子不敢过来了，缆车🚠排队半小时，冲出云雾，直达金顶，转了一个多小时就缆车🚠下山了，原路返回，也不怎么累，门票，缆车，巴士哪个也不能少通票370,IP属地:四川,,,
夏雨寻芳,5分,超棒,景色5,趣味5,性价比5,"这是第三次来峨眉山，确是第一次赶到过年期间来峨眉，第一次感受人山人海的上峨眉山盛况🙂五点多出来到游客中心，前面就已经排队排的看不见边啦！好在峨眉山的管理有序，大巴车小巴车接连不断的有序出发，排队有说有笑的就很快坐上车了（也等待了49分钟）。到雷洞坪就是白雪皑皑，如在梦中的感觉，心里喊着：好酷啊！开始上山，再到缆车排队。我们排了约30分钟的小缆车（因为想都体验一下，就先小缆车，后坐大缆车）顺利上山，进香朝拜。
当天破五，香火很旺，雾气水汽很重，没办法飞无人机拍摄，我先生尝试飞了，可惜水汽加重桨叶，不能旋转，掉下来了，掉落之前只拍到一张菩萨的图片，好在没有砸到人，也顺利找回来了，很幸运。
推荐这个套票的，坐车方便，索道门票都一起预订，快捷，只要都刷身份证就可以，很适合出游和不想自己开车上山的朋友。
峨眉山，我还会再来，因为四季景色皆不同，我和“大象菩萨”也有缘😃（悄悄的说：四川好吃的也多😋）我都爱😄",IP属地:天津,,,
jiangguode,5分,超棒,景色5,趣味5,性价比5,川渝的身份证可以以半价，也就是80元钱一个人，18岁以下都是免费的，儿童与身高多少也没关系，不像有些景区，但是要提前在网上预定，上山的车票超过1.5米需要购票。山下很热，山上比较凉快。热天去很不错。太阳下山了就凉快了。,IP属地:四川,,,
比亚罗加羊祜,5分,超棒,景色5,趣味5,性价比5,"普贤菩萨眷顾，上山前一直在下雨，雨大雾大。索道出来步行上金顶，风雨交加中默默祈祷。
踏上金顶山门，因为海拔较高，一步步慢慢拾级而上，云开雾散，菩萨的面容逐渐清晰，直到天空放晴。心诚则灵。
不止看了云海，日落时分金殿和菩萨塑像在晚霞中熠熠生辉。在金顶大酒店休息一晚。第二天一早天色未明，大家赶都在黎明前上金顶看日出。幸运的是遇到了好天气，霞光万丈，映照着菩萨宝相庄严。在菩萨面前祈福，愿国泰民安，自己和家人出入平安，身体健康！希望有机会还能再登金顶拜菩萨。",IP属地:西藏,,,
老老倪,5分,超棒,景色5,趣味5,性价比5,峨眉山位于四川省乐山市峨眉山市黄湾镇，面积154平方公里，主峰万佛顶海抜3099米，是一个集自然风光与佛教文化为一体的国家5A似山岳型风景名胜区。素有“峨眉天下秀”、“佛山佛国”、“植物王国”、“动物乐园”、“地质博物馆”，1996年列入《世界自然与文化遗产名录》。峨眉山十景为“金顶祥光”、“象池夜月”、“九老仙府”、“洪椿晓雨”、“白水秋风”、“双桥清音”、“大坪霁雪”、“灵岩叠翠”、“萝峰晴云”、“圣积晚钟”。,IP属地:上海,,,
133****7259,5分,超棒,景色5,趣味5,性价比5,想了很久的徒步峨眉山，终于在2022年5月成行了，今年峨眉山的天气几乎每天下雨，去之前看到天气预报都很焦虑，没想到我们到达山顶居然还看到云海了，真是幸运，我们下午3点半从山脚虎伏寺开始出发，晚上7点到达洪椿坪住宿，第二天早上7点半出发，晚上6点到达金顶，全程徒步没有想象中那么困难，疫情期间人很少，我们一路都没怎么碰到人，只有洗象池上面人才开始多起来，所以需要多准备一点零食和水，因为沿路很多商铺都没开门，也可以在寺庙买,,,,
小姚喜欢薛之谦,5分,超棒,景色5,趣味5,性价比5,和女朋友一起去的 早上9点出发 坐车到雷洞坪半山腰还是没有雪的 但是当上了山后一片白花花的雪地很兴奋 南方孩子第一次见雪 中午12点过开始上金顶 走到接引殿想要保留体力坐了缆车 本来以为当天人不会很多 但是尽管是阴天人依然很多 当我们爬上了金顶 一种自豪感和满足感油然而生 值！唯一后悔的是没有买纪念币,,,,
amanda80lee,4分,满意,景色4,趣味5,性价比4,"【景色】还行，冬天去也是郁郁葱葱，各种小景观弄得不错，但是打卡拍照的点位不算多，应该多设计一些
【趣味】看了猴子，最大的乐趣就是它，各种不好惹
【性价比】门票加缆车不便宜，一般有三条路径选择，我们去玩猴山，就不去金顶！峨眉金顶还是很有名的！",,,,
戈尔迪维尔察罕铁木儿,4分,满意,景色5,趣味5,性价比4,"大家出游一定不要太相信攻略，最好提前与酒店方联系，帮助计划行程，这是最好的。这里我就说说我的计划，原计划一天从最难得路线爬到雷洞坪，线路伏虎寺—广福寺—一线天—洗象池—雷洞坪；早上9点出发，晚上11点30左右到。大家一定要量力而行！选择合适路线！
😪😪😪爬峨眉前半程是欣赏风景！后半程完全是在爬山！
🤒🤒🤒说明三个最难爬的地方！！！！九十九道拐！九玲岗！！！钻天坡！！？切记切记！最耗时的路段！
👉👉徒步峨眉山的除外！！
👉👉👉游览峨眉山建议自驾游或者乘坐观光车到五显岗！万年寺！车站下车。从五显岗下车有生态猴区！从万年寺有猴山！
🖕🖕🖕雷洞坪去金顶比较轻松，建议乘坐缆车，徒步金顶预计3.5小时，中途人较多，热闹！
🙏🙏🙏看日出要看运气！最好是提前看看当地的天气！
温馨提示：山顶冷，需穿外套，雷洞坪处可以组，一件30.介意的话，就自己带，不够最好是轻装上阵，比较舒服！酒店都有洗漱用品！
徒步峨眉山，建议不要携带多余的物品，合理安排自己的体力！尽量多装点饼干和水！中途售卖的东西较贵，不在乎这点钱的，可以无视！
竹棒或登山镐，充电宝，湿巾或者毛巾，驱蚊虫，等等",,,,
半生烟花,5分,超棒,景色5,趣味5,性价比4,"首先说重点：峨眉山一生值得来一次。
赶在节假日后来的，人不多，早上早早的班车就出发了。天气预报说是阴天，但山下还是有太阳的，到了雷洞坪的时候，又冷又是雾的，心里还想着这次旅行估计看不到什么风景了。
直到缆车穿过雾气，我直接被惊艳到了！这简直就是云端之上的仙境，天是那么的蓝，这里矗立在云朵之上，阳光洒下，佛像显得既庄严又纯洁，加上吹着凉风阵阵，那一刻真是无法形容，我觉得我可以在那静静地坐上一天。
唯一有点不太满意的就是门票有点小贵，加上旅游车和来回索道，这一趟真心不便宜。不过想想能看到这么好的风景，心里也算能接受吧。",,,,
王小柱是真疯了,5分,超棒,景色5,趣味5,性价比5,"游览过不同季节的峨眉山金顶 ，冬天是最美的。
下过雪的峨眉山金顶，冷到骨子里！空气清新、阳光明媚。白、金、红、灰，每一个颜色在艳阳下交相辉映。


交通攻略：
从成都东、双流机场坐高铁都能到峨眉山站。下车就有班车到半山腰，然后走上去，很累，也很值得！


酒店攻略：
山上有家很好的度假酒店。也有很多民宿。",,,,
fredmaxliu,5分,超棒,景色5,趣味5,性价比4,"[cp]两天徒步峨眉山完美结束，希望下次可以赶上日出。2020万事如意！[给力]
day 1 万年寺-雷洞坪 21.5km
0945 进入万年寺上山步行道
1020 到达万年寺
1115 到达息心所
1220 去往华严顶途中
1345 开始下山前往洗象池
1510 通过钻天坡吃第一顿正餐
1650 绝望坡雪路
1800 到达雷洞坪前往寺庙住宿
day 2 雷洞坪-金顶 7.5km
0845 开始登顶
0905 路过接引寺
0935 路程过半
0950 拨云见日
1010 到达太子坪
1030 登顶[/cp]",,,,
xuyue9111,4分,满意,景色4,趣味3,性价比2,"商业气息太浓了，铜臭味弥漫正个山顶。带着满满的期待而来，但缺非常的失望，首先是门票155元，进山要巴士票90元来回，索道要120元，然后上去金定是各种大妈老爷子和暴发户的旅游团，他们真的知道这金顶上的背景嘛，还是见佛就拜，花钱消灾的心情。 逛了一下唯一觉得不错的就是伏虎寺及周边有大山灵庙的感觉
【景色】
【趣味】
【性价比】",,,,
xuyan172,4分,满意,景色5,趣味4,性价比4,来峨眉山游玩建议提前做下功课，有5个入园的地方也是5条游览路线，一天也就走2条路线。我们是自驾要去金顶，开车到零公里入园点，做景区巴士到接引殿，走路加缆车到达金顶，沿途有一些猕猴。原路返回后自驾车到五显岗入园，只能走路，可到清音寺，一线天和猕猴生态区。门票是2天有效，每个入口均可进园1次。,,,,
首席监理,5分,超棒,景色5,趣味5,性价比4,峨眉山是中国著名的四大佛教名山，风景优美独特，素有“峨眉天下秀”之说。山上古迹众多，著名的有报国寺、伏虎寺、洗象池、舍身崖、金顶、等等，运气好的小伙伴还能看到“佛光”。山顶非常冷，即使在夏季，也要备好防寒服。,,,,
品鉴山川,5分,超棒,景色5,趣味5,性价比5,峨眉山是佛教四大名山之一，主要供奉的是普贤菩萨。峨眉山地势陡峭，风景秀丽，素有“峨眉天下秀”之称，山上的万佛顶最高，海拔3099米，高出峨眉平原2700多米。金顶是峨眉山的象征，金佛是峨眉山的标志。金顶是峨眉山景点和寺庙的汇集，48米高的四面十方普贤金像矗立在金顶。,,,,
M31****4306,5分,超棒,景色5,趣味5,性价比5,本月跟闺蜜来了趟说走就走的峨眉山之旅！由于不熟悉路线，坐车到了清音阁售票处，一路经过一线天，生态猴区，走到大山深处，真的有种放空的感觉，耳畔都是虫鸣鸟叫声！猴子真的野，不买吃的，就抱着你的腿不放，所以千万不要慌。猴都被管猴人教精了，卖粮的比猴多！我们以为走路到的了金顶，想的太天真，走到长春坪的时候，遇到一店家，说离金顶还有70里路，劝我们下山坐车。无奈，返程。去了五显岗坐车两个小时的大巴上雷洞坪。一下车就一股凉意，朋友们可以就住在雷洞坪车站附近的酒店。我跟闺蜜住的，160一晚，很便宜了觉得，还带独立卫生间！想要看日出的话，就得早点起来了，我们早上4点20出发的，天都是黑的，雾蒙蒙的一片，我穿的一件卫衣，一个外套，就没租羽绒服。嫌冷的可以租个羽绒服！从酒店出发，走了差不多20分钟，到了索道售票处，开始没人，差不多5点的样子，排满了队，等到差不多6点多，就坐索道到了金顶站。到站后，依旧是步行，走了差不多10多分钟，上金顶，等候日出，山顶真的很冷。雾很大，头发一会就吹湿了。不过一切都值得，看到了日出，还有金顶。回来的时候，还去了乐山，吃了乐山的名小吃！大家都可以去逛一下，反正顺路,,,,
青菜白玉翡翠汤,5分,超棒,景色5,趣味5,性价比5,第1次听到峨眉山这个名词的时候，首先映入眼帘的就是金庸小说倚天屠龙记里面的峨眉派顿时心旷神怡，想马上登上山顶，可是在山脚下的时候发现跟我想象中的完全不一样，因为导游告诉我山上有雪，而且不好走，所以我穿了很多的衣服，可是真正要登山的时候发现没有那么难走，因为走着走着就会热的，慢慢的我也适应了这个环境，从刚开始登山举步维艰，一直到最后快马扬鞭到了山顶，雾蒙蒙的朝气让我顿时有一些失望，不过听见导游跟我们讲，我们已经很走运了，因为最起码能看见金顶的大殿，如果是别人来的话，可能烟雾缭绕，连大殿都看不见。！,,,,
_WeCh****277038,5分,超棒,景色5,趣味3,性价比5,佛教圣地，普贤菩萨道场。金顶与菩萨金身值得一看，途中猴子也能增加一些乐趣。去前做好攻略，备好衣服、雨披，也可以中途购买或租用。最好是玩上两天，比较充足！香火较贵，没有免费的，最好不要雾雨天气旅游，山顶上有雾，会有些失望的！,,,,
